Player Number,Height (cm),Weight (kg)
5193,187.96,79.8
5194,152.4,72.1
5195,182.88,69.9
5196,152.4,73.9
5197,175.26,67.1
5198,187.96,81.2
5199,170.18,68
5200,190.5,74.8
5201,172.72,74.8
5202,185.42,74.8
5203,154.94,69.9
5204,154.94,66.2
5205,154.94,69.9
5206,187.96,88
5207,152.4,62.1
5208,187.96,84.8
5209,170.18,64.9
5210,170.18,63
5211,182.88,74.8
5212,185.42,79.8
5213,193.04,83.9
5214,154.94,66.2
5215,172.72,64.9
5216,152.4,63
5217,172.72,64
5218,154.94,77.1
5219,185.42,74.8
5220,190.5,78
5221,190.5,91.2
5222,187.96,74.8
5223,187.96,81.2
5224,175.26,67.1
5225,152.4,74.8
5226,172.72,64.9
5227,193.04,83.9
5228,170.18,54
5229,152.4,74.8
5230,175.26,71.2
5231,182.88,78.9
5232,193.04,84.8
5233,182.88,74.8
5234,154.94,79.8
5235,185.42,78.9
5236,182.88,72.1
5237,182.88,78
5238,154.94,69.9
5239,185.42,74.8
5240,185.42,74.8
5241,152.4,82.1
5242,154.94,74.8
5243,154.94,69.9
5244,154.94,72.1
5245,154.94,77.1
5246,152.4,63
5247,152.4,74.8
5248,185.42,74.8
5249,154.94,72.1
5250,185.42,71.2
5251,170.18,64.9
5252,187.96,78
5253,154.94,78
5254,175.26,82.1
5255,175.26,64.9
5256,154.94,71.2
5257,182.88,78.9
5258,182.88,73
5259,175.26,72.1
5260,154.94,68
5261,175.26,68
5262,154.94,74.8
5263,187.96,78.9
5264,187.96,79.8
5265,175.26,69.9
5266,175.26,62.1
5267,193.04,81.2
5268,185.42,74.8
5269,193.04,77.1
5270,172.72,63
5271,185.42,67.1
5272,167.64,64.9
5273,172.72,59.9
5274,182.88,67.1
5275,187.96,81.2
5276,185.42,74.8
5277,152.4,79.8
5278,182.88,77.1
5279,154.94,72.1
5280,152.4,64
5281,187.96,73.9
5282,182.88,78.9
5283,154.94,69.9
5284,170.18,68
5285,195.58,88
5286,175.26,64.9
5287,187.96,78
5288,154.94,69.9
5289,195.58,84.8
5290,185.42,79.8
5291,182.88,74.8
5292,175.26,67.1
5293,185.42,72.1
5294,193.04,84.8
5295,170.18,67.1
5296,190.5,84.8
5297,175.26,68
5298,175.26,60.8
5299,154.94,77.1
5300,175.26,72.1
5301,185.42,78
5302,193.04,96.2
5303,182.88,72.1
5304,175.26,66.2
5305,182.88,77.1
5306,182.88,73.9
5307,187.96,78
5308,175.26,73
5309,185.42,78
5310,182.88,74.8
5311,167.64,58.1
5312,182.88,73
5313,152.4,73
5314,185.42,71.2
5315,182.88,73
5316,175.26,74.8
5317,182.88,72.1
5318,167.64,59.9
5319,154.94,71.2
5320,187.96,82.1
5321,152.4,67.1
5322,182.88,76.2
5323,187.96,83
5324,175.26,69.9
5325,154.94,78
5326,182.88,73
5327,193.04,88
5328,152.4,73
5329,175.26,68.9
5330,193.04,83.9
5331,187.96,79.8
5332,185.42,69.9
5333,165.1,64.9
5334,193.04,92.1
5335,187.96,83
5336,182.88,79.8
5337,187.96,69.9
5338,152.4,67.1
5339,154.94,73
5340,190.5,79.8
5341,175.26,62.1
5342,175.26,67.1
5343,185.42,74.8
5344,182.88,79.8
5345,152.4,66.2
5346,187.96,69.9
5347,185.42,78
5348,182.88,69.9
5349,175.26,68.9
5350,154.94,73.9
5351,175.26,68
5352,193.04,98.9
5353,187.96,69.9
5354,175.26,64.9
5355,182.88,77.1
5356,182.88,74.8
5357,182.88,78.9
5358,182.88,69.9
5359,154.94,81.2
5360,195.58,72.1
5361,152.4,74.8
5362,172.72,69.9
5363,190.5,81.2
5364,185.42,81.2
5365,152.4,76.2
5366,182.88,78.9
5367,175.26,73
5368,175.26,69.9
5369,175.26,66.2
5370,167.64,59
5371,154.94,66.2
5372,154.94,73.9
5373,175.26,60.8
5374,182.88,77.1
5375,154.94,69.9
5376,152.4,69.9
5377,182.88,77.1
5378,185.42,83
5379,190.5,79.8
5380,152.4,74.8
5381,190.5,78.9
5382,175.26,69.9
5383,185.42,76.2
5384,167.64,62.1
5385,154.94,64.9
5386,190.5,83
5387,185.42,78
5388,175.26,69.9
5389,175.26,63
5390,190.5,69.9
5391,187.96,84.8
5392,185.42,77.1
5393,152.4,72.1
5394,175.26,78
5395,187.96,76.2
5396,182.88,73.9
5397,193.04,81.2
5398,154.94,73
5399,170.18,67.1
5400,152.4,68.9
5401,175.26,68.9
5402,175.26,68.9
5403,175.26,78
5404,175.26,68
5405,182.88,79.8
5406,154.94,78
5407,152.4,74.8
5408,185.42,83.9
5409,154.94,71.2
5410,154.94,68.9
5411,170.18,59.9
5412,193.04,83
5413,203.2,79.8
5414,185.42,79.8
5415,175.26,69.9
5416,190.5,87.1
5417,172.72,67.1
5418,185.42,69.9
5419,193.04,84.8
5420,185.42,76.2
5421,154.94,77.1
5422,175.26,68
5423,182.88,59.9
5424,182.88,74.8
5425,187.96,78
5426,162.56,64.9
5427,175.26,71.2
5428,185.42,59.9
5429,185.42,73.9
5430,175.26,76.2
5431,187.96,69.9
5432,190.5,74.8
5433,170.18,67.1
5434,154.94,71.2
5435,187.96,72.1
5436,175.26,71.2
5437,172.72,68
5438,152.4,74.8
5439,154.94,74.8
5440,175.26,69.9
5441,152.4,69.9
5442,152.4,69.9
5443,154.94,74.8
5444,185.42,77.1
5445,185.42,78
5446,182.88,76.2
5447,152.4,73.9
5448,193.04,83.9
5449,190.5,77.1
5450,167.64,67.1
5451,195.58,84.8
5452,152.4,69.9
5453,152.4,66.2
5454,187.96,72.1
5455,175.26,66.2
5456,182.88,73
5457,154.94,69.9
5458,154.94,64
5459,154.94,64.9
5460,170.18,76.2
5461,190.5,78.9
5462,172.72,68.9
5463,167.64,62.1
5464,172.72,66.2
5465,175.26,71.2
5466,152.4,71.2
5467,172.72,58.1
5468,154.94,72.1
5469,182.88,78
5470,187.96,79.8
5471,154.94,77.1
5472,175.26,67.1
5473,152.4,71.2
5474,152.4,73
5475,152.4,64.9
5476,154.94,64
5477,187.96,79.8
5478,152.4,77.1
5479,193.04,88
5480,175.26,76.2
5481,187.96,73
5482,187.96,83.9
5483,172.72,67.1
5484,187.96,76.2
5485,175.26,66.2
5486,154.94,71.2
5487,170.18,66.2
5488,172.72,66.2
5489,185.42,79.8
5490,193.04,88
5491,195.58,94.8
5492,198.12,83
5493,185.42,76.2
5494,152.4,64
5495,154.94,67.1
5496,175.26,72.1
5497,193.04,69.9
5498,172.72,64
5499,175.26,69.9
5500,185.42,74.8
5501,182.88,73.9
5502,175.26,76.2
5503,175.26,62.1
5504,175.26,69.9
5505,152.4,63
5506,152.4,68
5507,182.88,77.1
5508,154.94,71.2
5509,182.88,72.1
5510,152.4,64.9
5511,187.96,84.8
5512,195.58,89.8
5513,175.26,69.9
5514,175.26,74.8
5515,182.88,69.9
5516,193.04,88.9
5517,175.26,72.1
5518,172.72,64
5519,185.42,79.8
5520,154.94,59.9
5521,193.04,81.2
5522,182.88,69.9
5523,154.94,77.1
5524,187.96,89.8
5525,190.5,86.2
5526,175.26,64.9
5527,154.94,72.1
5528,152.4,69.9
5529,187.96,79.8
5530,175.26,68.9
5531,154.94,69.9
5532,185.42,79.8
5533,185.42,78
5534,185.42,74.8
5535,154.94,73
5536,182.88,67.1
5537,175.26,64
5538,175.26,69.9
5539,175.26,69.9
5540,190.5,81.2
5541,175.26,69.9
5542,175.26,68
5543,185.42,79.8
5544,185.42,74.8
5545,152.4,79.8
5546,175.26,62.1
5547,185.42,79.8
5548,175.26,71.2
5549,154.94,63
5550,170.18,67.1
5551,193.04,88
5552,190.5,69.9
5553,175.26,67.1
5554,187.96,76.2
5555,175.26,72.1
5556,154.94,69.9
5557,152.4,73
5558,165.1,59
5559,187.96,84.8
5560,182.88,73.9
5561,185.42,79.8
5562,154.94,74.8
5563,152.4,73
5564,182.88,73
5565,187.96,77.1
5566,154.94,68.9
5567,170.18,67.1
5568,172.72,68
5569,152.4,73
5570,154.94,74.8
5571,193.04,88.9
5572,152.4,63
5573,185.42,74.8
5574,152.4,72.1
5575,193.04,88.9
5576,152.4,74.8
5577,190.5,74.8
5578,185.42,69.9
5579,193.04,87.1
5580,167.64,74.8
5581,182.88,74.8
5582,190.5,84.8
5583,154.94,68.9
5584,152.4,73.9
5585,154.94,72.1
5586,182.88,78.9
5587,182.88,74.8
5588,187.96,74.8
5589,182.88,77.1
5590,172.72,64
5591,190.5,83
5592,175.26,64.9
5593,175.26,58.1
5594,185.42,83.9
5595,195.58,81.2
5596,175.26,66.2
5597,185.42,78.9
5598,154.94,73.9
5599,152.4,68
5600,170.18,64.9
5601,172.72,69.9
5602,185.42,79.8
5603,154.94,72.1
5604,190.5,83
5605,187.96,81.2
5606,152.4,78
5607,154.94,74.8
5608,182.88,72.1
5609,190.5,83.9
5610,187.96,83
5611,193.04,83.9
5612,193.04,78
5613,154.94,71.2
5614,185.42,73
5615,175.26,76.2
5616,185.42,71.2
5617,152.4,67.1
5618,182.88,69.9
5619,152.4,73.9
5620,165.1,54
5621,175.26,68.9
5622,182.88,74.8
5623,187.96,82.1
5624,182.88,79.8
5625,185.42,69.9
5626,182.88,78
5627,152.4,73.9
5628,154.94,74.8
5629,195.58,88.9
5630,190.5,69.9
5631,187.96,78.9
5632,172.72,64
5633,190.5,68
5634,182.88,73
5635,187.96,79.8
5636,152.4,64.9
5637,175.26,64.9
5638,167.64,63
5639,154.94,74.8
5640,182.88,76.2
5641,152.4,64
5642,170.18,57.2
5643,193.04,79.8
5644,152.4,66.2
5645,152.4,67.1
5646,170.18,69.9
5647,187.96,76.2
5648,170.18,68
5649,182.88,78
5650,187.96,78.9
5651,187.96,79.8
5652,187.96,68
5653,170.18,64.9
5654,170.18,64.9
5655,152.4,71.2
5656,167.64,57.2
5657,187.96,88.9
5658,154.94,74.8
5659,175.26,69.9
5660,152.4,64.9
5661,152.4,77.1
5662,185.42,78
5663,187.96,78
5664,175.26,79.8
5665,152.4,74.8
5666,154.94,72.1
5667,182.88,71.2
5668,154.94,79.8
5669,182.88,68.9
5670,152.4,73.9
5671,175.26,66.2
5672,152.4,73
5673,193.04,83.9
5674,185.42,73.9
5675,175.26,69.9
5676,154.94,71.2
5677,182.88,68.9
5678,172.72,64.9
5679,167.64,64
5680,182.88,74.8
5681,172.72,64
5682,193.04,84.8
5683,175.26,64.9
5684,187.96,71.2
5685,152.4,72.1
5686,167.64,62.1
5687,175.26,73
5688,190.5,76.2
5689,170.18,72.1
5690,154.94,68
5691,172.72,69.9
5692,185.42,86.2
5693,187.96,64.9
5694,152.4,79.8
5695,195.58,83
5696,167.64,64.9
5697,165.1,68.9
5698,154.94,67.1
5699,170.18,66.2
5700,154.94,74.8
5701,175.26,74.8
5702,182.88,79.8
5703,182.88,68
5704,190.5,79.8
5705,175.26,64.9
5706,172.72,59.9
5707,185.42,73.9
5708,182.88,71.2
5709,175.26,68.9
5710,185.42,77.1
5711,152.4,68
5712,175.26,69.9
5713,152.4,74.8
5714,154.94,74.8
5715,175.26,74.8
5716,185.42,74.8
5717,175.26,69.9
5718,152.4,64.9
5719,154.94,73.9
5720,154.94,67.1
5721,175.26,69.9
5722,152.4,78
5723,154.94,74.8
5724,185.42,78
5725,182.88,74.8
5726,172.72,64
5727,193.04,88
5728,185.42,78
5729,190.5,81.2
5730,172.72,69.9
5731,170.18,68
5732,175.26,79.8
5733,175.26,69.9
5734,175.26,69.9
5735,187.96,82.1
5736,185.42,72.1
5737,187.96,83
5738,152.4,74.8
5739,182.88,67.1
5740,175.26,74.8
5741,172.72,64.9
5742,187.96,74.8
5743,152.4,72.1
5744,154.94,74.8
5745,185.42,79.8
5746,182.88,81.2
5747,154.94,73.9
5748,172.72,69.9
5749,187.96,74.8
5750,182.88,74.8
5751,175.26,72.1
5752,165.1,66.2
5753,187.96,83
5754,182.88,74.8
5755,195.58,77.1
5756,182.88,68
5757,185.42,78.9
5758,182.88,74.8
5759,193.04,86.2
5760,152.4,67.1
5761,185.42,74.8
5762,187.96,67.1
5763,152.4,60.8
5764,175.26,69.9
5765,182.88,74.8
5766,182.88,77.1
5767,154.94,68
5768,182.88,73.9
5769,182.88,78
5770,182.88,86.2
5771,152.4,82.1
5772,154.94,69.9
5773,185.42,83.9
5774,152.4,68.9
5775,187.96,88
5776,182.88,73.9
5777,182.88,73
5778,182.88,71.2
5779,187.96,78
5780,152.4,73.9
5781,172.72,67.1
5782,185.42,74.8
5783,154.94,74.8
5784,187.96,72.1
5785,190.5,76.2
5786,152.4,73.9
5787,182.88,76.2
5788,154.94,69.9
5789,182.88,74.8
5790,185.42,81.2
5791,154.94,67.1
5792,152.4,74.8
5793,187.96,81.2
5794,152.4,60.8
5795,182.88,71.2
5796,175.26,69.9
5797,190.5,88
5798,152.4,66.2
5799,154.94,77.1
5800,195.58,84.8
5801,182.88,73.9
5802,187.96,73
5803,190.5,82.1
5804,185.42,73.9
5805,152.4,78
5806,182.88,83.9
5807,152.4,69.9
5808,172.72,68
5809,154.94,69.9
5810,152.4,68.9
5811,154.94,81.2
5812,195.58,84.8
5813,170.18,67.1
5814,182.88,86.2
5815,152.4,69.9
5816,185.42,76.2
5817,167.64,63
5818,190.5,83
5819,182.88,77.1
5820,175.26,64.9
5821,170.18,66.2
5822,175.26,62.1
5823,182.88,74.8
5824,154.94,74.8
5825,182.88,83
5826,190.5,82.1
5827,182.88,78.9
5828,193.04,83.9
5829,170.18,68
5830,175.26,62.1
5831,152.4,68.9
5832,182.88,73
5833,182.88,74.8
5834,190.5,83
5835,175.26,73
5836,154.94,69.9
5837,182.88,74.8
5838,154.94,73
5839,187.96,76.2
5840,185.42,64.9
5841,152.4,74.8
5842,185.42,81.2
5843,187.96,78.9
5844,172.72,68
5845,152.4,68.9
5846,190.5,76.2
5847,154.94,76.2
5848,175.26,68
5849,182.88,74.8
5850,175.26,69.9
5851,154.94,69.9
5852,154.94,78
5853,172.72,64.9
5854,185.42,74.8
5855,172.72,69.9
5856,182.88,60.8
5857,175.26,67.1
5858,185.42,82.1
5859,172.72,64.9
5860,185.42,77.1
5861,152.4,73.9
5862,170.18,63
5863,175.26,69.9
5864,190.5,79.8
5865,182.88,71.2
5866,165.1,59.9
5867,152.4,73
5868,167.64,68
5869,175.26,69.9
5870,154.94,72.1
5871,154.94,72.1
5872,182.88,69.9
5873,154.94,73.9
5874,152.4,66.2
5875,154.94,69.9
5876,195.58,78
5877,175.26,69.9
5878,187.96,78
5879,152.4,69.9
5880,152.4,69.9
5881,152.4,73.9
5882,185.42,83.9
5883,152.4,74.8
5884,190.5,84.8
5885,182.88,73.9
5886,175.26,74.8
5887,182.88,71.2
5888,195.58,89.8
5889,175.26,64.9
5890,152.4,72.1
5891,185.42,78
5892,175.26,69.9
5893,152.4,64
5894,182.88,69.9
5895,185.42,79.8
5896,182.88,76.2
5897,170.18,58.1
5898,182.88,74.8
5899,152.4,64.9
5900,175.26,68
5901,182.88,79.8
5902,175.26,69.9
5903,187.96,76.2
5904,152.4,71.2
5905,175.26,68.9
5906,182.88,77.1
5907,154.94,66.2
5908,182.88,73.9
5909,187.96,79.8
5910,154.94,68
5911,152.4,68.9
5912,175.26,64
5913,185.42,77.1
5914,187.96,76.2
5915,172.72,69.9
5916,182.88,73
5917,182.88,73.9
5918,187.96,87.1
5919,198.12,89.8
5920,190.5,83.9
5921,182.88,73.9
5922,187.96,86.2
5923,152.4,74.8
5924,167.64,72.1
5925,185.42,69.9
5926,187.96,76.2
5927,185.42,74.8
5928,187.96,79.8
5929,170.18,63
5930,175.26,68
5931,190.5,78
5932,190.5,74.8
5933,162.56,53.1
5934,175.26,74.8
5935,185.42,79.8
5936,182.88,76.2
5937,172.72,72.1
5938,187.96,86.2
5939,170.18,68
5940,175.26,68
5941,152.4,72.1
5942,175.26,76.2
5943,195.58,88.9
5944,170.18,64
5945,175.26,64.9
5946,152.4,57.2
5947,182.88,77.1
5948,152.4,68.9
5949,182.88,74.8
5950,182.88,76.2
5951,187.96,78.9
5952,195.58,84.8
5953,165.1,64
5954,170.18,66.2
5955,193.04,87.1
5956,190.5,82.1
5957,182.88,73.9
5958,154.94,69.9
5959,152.4,73
5960,152.4,74.8
5961,175.26,69.9
5962,175.26,63
5963,172.72,67.1
5964,154.94,66.2
5965,182.88,79.8
5966,182.88,69.9
5967,182.88,83
5968,185.42,68
5969,187.96,83
5970,154.94,72.1
5971,154.94,69.9
5972,187.96,64.9
5973,154.94,68
5974,182.88,79.8
5975,185.42,73
5976,187.96,77.1
5977,154.94,73
5978,152.4,69.9
5979,182.88,77.1
5980,185.42,79.8
5981,190.5,79.8
5982,152.4,73
5983,152.4,73.9
5984,152.4,67.1
5985,182.88,74.8
5986,152.4,69.9
5987,190.5,77.1
5988,152.4,67.1
5989,154.94,74.8
5990,152.4,73.9
5991,170.18,69.9
5992,185.42,73.9
5993,185.42,73
5994,175.26,69.9
5995,190.5,88
5996,152.4,69.9
5997,170.18,62.1
5998,190.5,79.8
5999,172.72,68
6000,167.64,64
6001,200.66,83
6002,182.88,73.9
6003,152.4,72.1
6004,175.26,67.1
6005,152.4,71.2
6006,154.94,69.9
6007,182.88,72.1
6008,152.4,76.2
6009,152.4,78
6010,175.26,71.2
6011,182.88,74.8
6012,152.4,72.1
6013,185.42,79.8
6014,187.96,74.8
6015,152.4,73.9
6016,152.4,74.8
6017,193.04,79.8
6018,172.72,64.9
6019,170.18,68
6020,175.26,69.9
6021,182.88,74.8
6022,154.94,72.1
6023,182.88,79.8
6024,190.5,74.8
6025,175.26,68.9
6026,175.26,63
6027,190.5,73.9
6028,152.4,69.9
6029,187.96,79.8
6030,170.18,64.9
6031,175.26,66.2
6032,175.26,68
6033,170.18,73
6034,175.26,72.1
6035,185.42,77.1
6036,193.04,91.2
6037,185.42,79.8
6038,152.4,68.9
6039,175.26,63
6040,182.88,77.1
6041,172.72,64.9
6042,185.42,78
6043,185.42,76.2
6044,185.42,74.8
6045,187.96,79.8
6046,187.96,86.2
6047,187.96,72.1
6048,187.96,92.1
6049,175.26,69.9
6050,185.42,78.9
6051,175.26,64.9
6052,182.88,68.9
6053,154.94,73.9
6054,152.4,73
6055,187.96,88
6056,152.4,79.8
6057,172.72,62.1
6058,190.5,83.9
6059,182.88,77.1
6060,152.4,69.9
6061,172.72,77.1
6062,172.72,73.9
6063,185.42,76.2
6064,170.18,68
6065,170.18,62.1
6066,175.26,76.2
6067,154.94,72.1
6068,154.94,79.8
6069,187.96,84.8
6070,187.96,79.8
6071,152.4,68.9
6072,182.88,82.1
6073,175.26,67.1
6074,167.64,62.1
6075,154.94,74.8
6076,182.88,79.8
6077,170.18,73.9
6078,170.18,73
6079,175.26,59.9
6080,175.26,55.8
6081,170.18,69.9
6082,195.58,87.1
6083,154.94,69.9
6084,187.96,82.1
6085,182.88,72.1
6086,154.94,69.9
6087,175.26,69.9
6088,175.26,69.9
6089,152.4,72.1
6090,185.42,81.2
6091,175.26,69.9
6092,154.94,74.8
6093,152.4,73.9
6094,170.18,68
6095,172.72,64
6096,152.4,68
6097,152.4,64.9
6098,193.04,88
6099,172.72,68
6100,185.42,74.8
6101,154.94,76.2
6102,182.88,74.8
6103,185.42,72.1
6104,185.42,78
6105,175.26,64
6106,175.26,71.2
6107,190.5,77.1
6108,175.26,66.2
6109,187.96,83.9
6110,185.42,78.9
6111,152.4,68
6112,154.94,69.9
6113,185.42,72.1
6114,154.94,72.1
6115,172.72,60.8
6116,185.42,83
6117,175.26,64.9
6118,175.26,68.9
6119,175.26,64
6120,182.88,72.1
6121,182.88,69.9
6122,182.88,69.9
6123,185.42,72.1
6124,154.94,79.8
6125,172.72,69.9
6126,185.42,78
6127,187.96,84.8
6128,154.94,74.8
6129,152.4,68.9
6130,154.94,73.9
6131,187.96,78
6132,152.4,64.9
6133,152.4,69.9
6134,152.4,74.8
6135,152.4,69.9
6136,182.88,78.9
6137,195.58,87.1
6138,170.18,60.8
6139,182.88,74.8
6140,175.26,68
6141,175.26,72.1
6142,152.4,68
6143,175.26,74.8
6144,182.88,78
6145,175.26,68.9
6146,152.4,68
6147,175.26,59
6148,154.94,74.8
6149,167.64,59.9
6150,182.88,74.8
6151,152.4,67.1
6152,154.94,62.1
6153,167.64,57.2
6154,152.4,74.8
6155,187.96,73
6156,170.18,62.1
6157,195.58,79.8
6158,170.18,64.9
6159,170.18,62.1
6160,175.26,68
6161,175.26,73
6162,190.5,69.9
6163,190.5,88.9
6164,185.42,78
6165,167.64,62.1
6166,175.26,68
6167,193.04,78
6168,152.4,66.2
6169,182.88,69.9
6170,182.88,74.8
6171,170.18,71.2
6172,152.4,64.9
6173,152.4,73.9
6174,190.5,82.1
6175,190.5,81.2
6176,152.4,74.8
6177,187.96,69.9
6178,187.96,83
6179,154.94,71.2
6180,175.26,69.9
6181,182.88,69.9
6182,182.88,79.8
6183,152.4,69.9
6184,182.88,63
6185,182.88,69.9
6186,182.88,62.1
6187,175.26,64
6188,182.88,67.1
6189,152.4,66.2
6190,187.96,84.8
6191,167.64,53.1
6192,170.18,69.9
6193,175.26,64.9
6194,152.4,68.9
6195,185.42,74.8
6196,185.42,79.8
6197,182.88,78
6198,172.72,64
6199,172.72,68
6200,187.96,72.1
6201,185.42,68
6202,152.4,63
6203,175.26,71.2
6204,175.26,74.8
6205,190.5,78.9
6206,187.96,84.8
6207,175.26,71.2
6208,182.88,77.1
6209,187.96,78
6210,187.96,79.8
6211,154.94,74.8
6212,187.96,88
6213,193.04,79.8
6214,154.94,78
6215,154.94,73.9
6216,193.04,87.1
6217,175.26,74.8
6218,167.64,66.2
6219,190.5,92.1
6220,182.88,79.8
6221,154.94,74.8
6222,185.42,78.9
6223,190.5,82.1
6224,170.18,73
6225,152.4,78
6226,175.26,78
6227,154.94,74.8
6228,152.4,69.9
6229,152.4,74.8
6230,152.4,64
6231,152.4,69.9
6232,152.4,64.9
6233,175.26,69.9
6234,152.4,72.1
6235,182.88,68.9
6236,190.5,73
6237,190.5,79.8
6238,172.72,64.9
6239,182.88,64
6240,185.42,79.8
6241,172.72,64
6242,182.88,72.1
6243,175.26,64
6244,154.94,67.1
6245,175.26,68.9
6246,172.72,63
6247,175.26,69.9
6248,175.26,64.9
6249,187.96,87.1
6250,187.96,74.8
6251,175.26,78
6252,187.96,83.9
6253,185.42,73.9
6254,185.42,84.8
6255,152.4,68.9
6256,175.26,68
6257,187.96,78.9
6258,154.94,77.1
6259,182.88,76.2
6260,172.72,68
6261,172.72,67.1
6262,154.94,68.9
6263,154.94,87.1
6264,152.4,69.9
6265,152.4,74.8
6266,187.96,79.8
6267,154.94,69.9
6268,185.42,73
6269,185.42,73
6270,154.94,74.8
6271,154.94,64.9
6272,187.96,76.2
6273,187.96,76.2
6274,175.26,68
6275,187.96,88.9
6276,154.94,73.9
6277,185.42,84.8
6278,190.5,79.8
6279,152.4,64
6280,190.5,79.8
6281,190.5,79.8
6282,193.04,77.1
6283,172.72,59
6284,193.04,77.1
6285,190.5,84.8
6286,154.94,72.1
6287,182.88,68.9
6288,187.96,83
6289,152.4,74.8
6290,185.42,87.1
6291,182.88,76.2
6292,187.96,81.2
6293,182.88,68
6294,193.04,78
6295,152.4,69.9
6296,167.64,63
6297,172.72,69.9
6298,154.94,77.1
6299,175.26,69.9
6300,152.4,73.9
6301,175.26,68.9
6302,172.72,62.1
6303,185.42,78.9
6304,187.96,79.8
6305,182.88,74.8
6306,152.4,79.8
6307,193.04,87.1
6308,154.94,69.9
6309,187.96,78.9
6310,190.5,74.8
6311,154.94,64
6312,154.94,72.1
6313,187.96,76.2
6314,170.18,69.9
6315,182.88,73
6316,182.88,73.9
6317,187.96,73.9
6318,185.42,79.8
6319,195.58,83
6320,185.42,74.8
6321,185.42,76.2
6322,193.04,83
6323,182.88,79.8
6324,152.4,64
6325,193.04,79.8
6326,187.96,71.2
6327,198.12,101.2
6328,175.26,76.2
6329,172.72,68
6330,182.88,71.2
6331,190.5,87.1
6332,185.42,76.2
6333,193.04,88
6334,187.96,77.1
6335,187.96,73
6336,187.96,84.8
6337,167.64,63
6338,172.72,77.1
6339,154.94,69.9
6340,187.96,79.8
6341,170.18,62.1
6342,182.88,71.2
6343,170.18,69.9
6344,175.26,69.9
6345,182.88,78.9
6346,175.26,64
6347,175.26,67.1
6348,187.96,78.9
6349,152.4,74.8
6350,154.94,67.1
6351,175.26,64.9
6352,175.26,68.9
6353,172.72,63
6354,182.88,73
6355,152.4,66.2
6356,152.4,68.9
6357,187.96,78.9
6358,175.26,63
6359,187.96,79.8
6360,152.4,74.8
6361,154.94,72.1
6362,152.4,68
6363,152.4,66.2
6364,190.5,82.1
6365,185.42,82.1
6366,170.18,69.9
6367,175.26,69.9
6368,170.18,71.2
6369,185.42,69.9
6370,185.42,73
6371,175.26,58.1
6372,195.58,87.1
6373,193.04,79.8
6374,152.4,82.1
6375,170.18,69.9
6376,182.88,69.9
6377,152.4,72.1
6378,162.56,62.1
6379,154.94,69.9
6380,172.72,72.1
6381,185.42,79.8
6382,152.4,69.9
6383,172.72,77.1
6384,175.26,69.9
6385,175.26,64.9
6386,152.4,73.9
6387,172.72,64.9
6388,154.94,81.2
6389,152.4,74.8
6390,154.94,64
6391,185.42,83
6392,170.18,68.9
6393,152.4,72.1
6394,170.18,66.2
6395,152.4,67.1
6396,193.04,89.8
6397,154.94,79.8
6398,172.72,72.1
6399,154.94,64.9
6400,152.4,72.1
6401,182.88,79.8
6402,175.26,68.9
6403,185.42,71.2
6404,198.12,76.2
6405,152.4,79.8
6406,175.26,68
6407,185.42,79.8
6408,182.88,72.1
6409,175.26,68.9
6410,175.26,68
6411,170.18,54
6412,187.96,86.2
6413,198.12,82.1
6414,185.42,69.9
6415,198.12,84.8
6416,172.72,73
6417,187.96,78
6418,187.96,83.9
6419,193.04,78.9
6420,154.94,74.8
6421,185.42,73.9
6422,185.42,74.8
6423,175.26,77.1
6424,187.96,78.9
6425,193.04,88
6426,193.04,83
6427,154.94,71.2
6428,152.4,73.9
6429,175.26,64.9
6430,154.94,78
6431,175.26,71.2
6432,152.4,72.1
6433,152.4,64.9
6434,165.1,64.9
6435,175.26,74.8
6436,193.04,88
6437,175.26,68
6438,182.88,76.2
6439,185.42,76.2
6440,190.5,88
6441,152.4,72.1
6442,187.96,78.9
6443,152.4,68.9
6444,175.26,72.1
6445,160.02,59
6446,152.4,73.9
6447,167.64,69.9
6448,190.5,78
6449,190.5,69.9
6450,170.18,64.9
6451,193.04,88
6452,187.96,78
6453,154.94,69.9
6454,190.5,78.9
6455,175.26,74.8
6456,154.94,69.9
6457,154.94,73
6458,154.94,69.9
6459,185.42,82.1
6460,170.18,59
6461,187.96,73
6462,182.88,83.9
6463,154.94,69.9
6464,187.96,83
6465,165.1,68.9
6466,167.64,68
6467,154.94,71.2
6468,182.88,74.8
6469,172.72,64.9
6470,185.42,76.2
6471,182.88,77.1
6472,182.88,76.2
6473,152.4,76.2
6474,185.42,82.1
6475,154.94,67.1
6476,182.88,74.8
6477,154.94,78.9
6478,185.42,86.2
6479,185.42,72.1
6480,187.96,79.8
6481,193.04,78
6482,175.26,73.9
6483,172.72,67.1
6484,182.88,69.9
6485,152.4,76.2
6486,190.5,78.9
6487,154.94,73.9
6488,175.26,69.9
6489,152.4,77.1
6490,187.96,89.8
6491,172.72,64.9
6492,175.26,79.8
6493,152.4,74.8
6494,185.42,79.8
6495,152.4,72.1
6496,152.4,71.2
6497,185.42,73
6498,187.96,77.1
6499,172.72,67.1
6500,187.96,79.8
6501,187.96,83
6502,187.96,83
6503,154.94,72.1
6504,154.94,78
6505,162.56,67.1
6506,175.26,83
6507,172.72,66.2
6508,172.72,71.2
6509,170.18,73
6510,152.4,73
6511,187.96,77.1
6512,154.94,69.9
6513,154.94,78.9
