height_cm,weight_kgs,bmi
170.18,63,21.75
187.96,72.1,20.41
182.88,74.8,22.37
193.04,87.1,23.37
182.88,74.8,22.37
182.88,83.9,25.09
190.5,87.1,24.0
154.94,74.8,31.16
182.88,74.8,22.37
190.5,74.8,20.61
193.04,89.8,24.1
190.5,78.9,21.74
187.96,86.2,24.4
187.96,89.8,25.42
182.88,73,21.83
152.4,68.9,29.67
187.96,86.2,24.4
182.88,68,20.33
193.04,83.9,22.51
185.42,74.8,21.76
154.94,74.8,31.16
190.5,74.8,20.61
193.04,78,20.93
175.26,72.1,23.47
167.64,59.9,21.31
154.94,73,30.41
170.18,58.1,20.06
187.96,74.8,21.17
193.04,88.9,23.86
182.88,78,23.32
187.96,73.9,20.92
182.88,79.8,23.86
193.04,78.9,21.17
172.72,68,22.79
187.96,76.2,21.57
152.4,73.9,31.82
187.96,76.2,21.57
182.88,83.9,25.09
185.42,76.2,22.16
182.88,73,21.83
152.4,69.9,30.1
190.5,84.8,23.37
152.4,72.1,31.04
152.4,73,31.43
185.42,69.9,20.33
193.04,88,23.62
182.88,73,21.83
152.4,62.1,26.74
154.94,71.2,29.66
172.72,64,21.45
193.04,83.9,22.51
175.26,71.2,23.18
185.42,74.8,21.76
154.94,74.8,31.16
152.4,74.8,32.21
152.4,73,31.43
152.4,73.9,31.82
185.42,82.1,23.88
175.26,68.9,22.43
154.94,71.2,29.66
187.96,83.9,23.75
175.26,68,22.14
185.42,72.1,20.97
170.18,64.9,22.41
154.94,76.2,31.74
152.4,73,31.43
182.88,77.1,23.05
187.96,78.9,22.33
187.96,82.1,23.24
152.4,68,29.28
154.94,76.2,31.74
154.94,74.8,31.16
152.4,68,29.28
185.42,87.1,25.33
185.42,82.1,23.88
182.88,68,20.33
185.42,77.1,22.43
152.4,69.9,30.1
182.88,74.8,22.37
172.72,64,21.45
152.4,72.1,31.04
175.26,67.1,21.85
175.26,67.1,21.85
185.42,78,22.69
185.42,78,22.69
175.26,78,25.39
154.94,77.1,32.12
175.26,71.2,23.18
182.88,79.8,23.86
185.42,78,22.69
170.18,64.9,22.41
152.4,68.9,29.67
175.26,69.9,22.76
187.96,69.9,19.79
175.26,77.1,25.1
182.88,74.8,22.37
152.4,68,29.28
152.4,79.8,34.36
175.26,71.2,23.18
187.96,73.9,20.92
182.88,76.2,22.78
185.42,78,22.69
154.94,73,30.41
195.58,79.8,20.86
182.88,78.9,23.59
154.94,79.8,33.24
182.88,67.1,20.06
152.4,74.8,32.21
185.42,86.2,25.07
175.26,74.8,24.35
175.26,68.9,22.43
175.26,68,22.14
172.72,60.8,20.38
175.26,73,23.77
172.72,73,24.47
187.96,68.9,19.5
175.26,69.9,22.76
182.88,77.1,23.05
182.88,74.8,22.37
154.94,63,26.24
182.88,72.1,21.56
172.72,64.9,21.76
193.04,78,20.93
154.94,73,30.41
182.88,73,21.83
187.96,84.8,24.0
152.4,78,33.58
193.04,89.8,24.1
185.42,77.1,22.43
154.94,69.9,29.12
185.42,78.9,22.95
175.26,64.9,21.13
172.72,79.8,26.75
185.42,68.9,20.04
185.42,77.1,22.43
182.88,71.2,21.29
182.88,79.8,23.86
187.96,81.2,22.98
185.42,73.9,21.49
154.94,69.9,29.12
187.96,81.2,22.98
187.96,73.9,20.92
167.64,60.8,21.63
175.26,72.1,23.47
182.88,73,21.83
182.88,74.8,22.37
193.04,86.2,23.13
185.42,76.2,22.16
170.18,66.2,22.86
172.72,59.9,20.08
152.4,64,27.56
152.4,73.9,31.82
185.42,84.8,24.67
187.96,82.1,23.24
193.04,89.8,24.1
152.4,74.8,32.21
185.42,74.8,21.76
185.42,77.1,22.43
175.26,69.9,22.76
167.64,64.9,23.09
154.94,69.9,29.12
187.96,86.2,24.4
172.72,66.2,22.19
187.96,74.8,21.17
193.04,83,22.27
172.72,67.1,22.49
154.94,73.9,30.78
154.94,71.2,29.66
187.96,79.8,22.59
154.94,74.8,31.16
182.88,67.1,20.06
172.72,62.1,20.82
154.94,79.8,33.24
172.72,66.2,22.19
154.94,64,26.66
152.4,68,29.28
190.5,84.8,23.37
187.96,84.8,24.0
154.94,69.9,29.12
190.5,69.9,19.26
185.42,72.1,20.97
165.1,66.2,24.29
175.26,69.9,22.76
190.5,84.8,23.37
175.26,62.1,20.22
175.26,77.1,25.1
182.88,73.9,22.1
190.5,79.8,21.99
185.42,74.8,21.76
182.88,78.9,23.59
172.72,63,21.12
193.04,78,20.93
152.4,66.2,28.5
175.26,64.9,21.13
154.94,69.9,29.12
170.18,62.1,21.44
185.42,82.1,23.88
182.88,73,21.83
172.72,66.2,22.19
175.26,63,20.51
165.1,58.1,21.31
170.18,74.8,25.83
182.88,69.9,20.9
172.72,64,21.45
185.42,81.2,23.62
187.96,79.8,22.59
185.42,77.1,22.43
154.94,78,32.49
170.18,69.9,24.14
175.26,69.9,22.76
175.26,69.9,22.76
154.94,73.9,30.78
175.26,59.9,19.5
152.4,64,27.56
167.64,69.9,24.87
175.26,67.1,21.85
170.18,71.2,24.58
170.18,64.9,22.41
182.88,78.9,23.59
182.88,73.9,22.1
175.26,69.9,22.76
154.94,76.2,31.74
182.88,68.9,20.6
152.4,74.8,32.21
187.96,73.9,20.92
182.88,74.8,22.37
190.5,84.8,23.37
152.4,67.1,28.89
154.94,64,26.66
190.5,86.2,23.75
154.94,74.8,31.16
182.88,71.2,21.29
182.88,78.9,23.59
152.4,64,27.56
182.88,79.8,23.86
152.4,73,31.43
175.26,64,20.84
185.42,76.2,22.16
175.26,67.1,21.85
152.4,74.8,32.21
154.94,72.1,30.03
152.4,58.1,25.02
187.96,83,23.49
190.5,79.8,21.99
185.42,73.9,21.49
154.94,76.2,31.74
165.1,64.9,23.81
175.26,74.8,24.35
182.88,68,20.33
190.5,83,22.87
193.04,84.8,22.76
154.94,73,30.41
154.94,68,28.33
182.88,78,23.32
152.4,68,29.28
187.96,84.8,24.0
154.94,78,32.49
185.42,79.8,23.21
154.94,72.1,30.03
167.64,64.9,23.09
185.42,76.2,22.16
175.26,78,25.39
185.42,68,19.78
185.42,74.8,21.76
185.42,79.8,23.21
187.96,87.1,24.65
182.88,82.1,24.55
187.96,79.8,22.59
170.18,64.9,22.41
152.4,72.1,31.04
190.5,76.2,21.0
170.18,58.1,20.06
175.26,68.9,22.43
185.42,74.8,21.76
185.42,78,22.69
182.88,78,23.32
175.26,64.9,21.13
152.4,60.8,26.18
187.96,69.9,19.79
190.5,78,21.49
154.94,63,26.24
185.42,73,21.23
152.4,69.9,30.1
165.1,64.9,23.81
175.26,73,23.77
152.4,73.9,31.82
170.18,63,21.75
172.72,69.9,23.43
167.64,63,22.42
175.26,63,20.51
172.72,64.9,21.76
185.42,81.2,23.62
185.42,74.8,21.76
187.96,86.2,24.4
193.04,88.9,23.86
170.18,68,23.48
170.18,68,23.48
154.94,73,30.41
154.94,69.9,29.12
175.26,68,22.14
165.1,62.1,22.78
175.26,68,22.14
167.64,64.9,23.09
187.96,78,22.08
185.42,86.2,25.07
187.96,73,20.66
175.26,69.9,22.76
182.88,74.8,22.37
185.42,72.1,20.97
152.4,74.8,32.21
190.5,77.1,21.25
190.5,78,21.49
175.26,66.2,21.55
190.5,81.2,22.38
195.58,88,23.01
167.64,72.1,25.66
190.5,78,21.49
187.96,81.2,22.98
152.4,72.1,31.04
182.88,74.8,22.37
182.88,79.8,23.86
187.96,84.8,24.0
167.64,59,20.99
175.26,73,23.77
187.96,73,20.66
198.12,82.1,20.92
152.4,68.9,29.67
175.26,64.9,21.13
175.26,69.9,22.76
167.64,64.9,23.09
175.26,64,20.84
182.88,77.1,23.05
152.4,74.8,32.21
182.88,78.9,23.59
170.18,64.9,22.41
187.96,78,22.08
170.18,69.9,24.14
182.88,73.9,22.1
182.88,71.2,21.29
172.72,63,21.12
165.1,53.1,19.48
167.64,55.8,19.86
195.58,79.8,20.86
154.94,69.9,29.12
190.5,74.8,20.61
185.42,76.2,22.16
152.4,73,31.43
154.94,69.9,29.12
182.88,72.1,21.56
198.12,84.8,21.6
193.04,84.8,22.76
175.26,73.9,24.06
162.56,59.9,22.67
182.88,76.2,22.78
175.26,81.2,26.44
193.04,88,23.62
175.26,69.9,22.76
193.04,74.8,20.07
195.58,86.2,22.54
154.94,77.1,32.12
154.94,49.9,20.79
182.88,79.8,23.86
152.4,69.9,30.1
152.4,76.2,32.81
182.88,67.1,20.06
182.88,73,21.83
185.42,79.8,23.21
185.42,76.2,22.16
154.94,78,32.49
185.42,79.8,23.21
167.64,69.9,24.87
154.94,69.9,29.12
154.94,72.1,30.03
185.42,87.1,25.33
170.18,67.1,23.17
175.26,69.9,22.76
167.64,74.8,26.62
175.26,64.9,21.13
175.26,66.2,21.55
187.96,77.1,21.82
187.96,82.1,23.24
193.04,84.8,22.76
175.26,77.1,25.1
175.26,68.9,22.43
154.94,69.9,29.12
154.94,69.9,29.12
154.94,69.9,29.12
190.5,76.2,21.0
152.4,78,33.58
182.88,77.1,23.05
175.26,64.9,21.13
190.5,74.8,20.61
170.18,62.1,21.44
152.4,69.9,30.1
172.72,68.9,23.1
152.4,67.1,28.89
195.58,81.2,21.23
170.18,79.8,27.55
152.4,73.9,31.82
154.94,69.9,29.12
187.96,81.2,22.98
154.94,74.8,31.16
152.4,67.1,28.89
187.96,79.8,22.59
170.18,64.9,22.41
152.4,74.8,32.21
185.42,79.8,23.21
182.88,73,21.83
185.42,69.9,20.33
182.88,78.9,23.59
185.42,71.2,20.71
152.4,62.1,26.74
187.96,83,23.49
152.4,76.2,32.81
172.72,69.9,23.43
175.26,71.2,23.18
185.42,83,24.14
190.5,83,22.87
170.18,64,22.1
152.4,69.9,30.1
154.94,77.1,32.12
165.1,64,23.48
170.18,69.9,24.14
182.88,72.1,21.56
187.96,64.9,18.37
154.94,68,28.33
152.4,74.8,32.21
170.18,59.9,20.68
175.26,68,22.14
182.88,82.1,24.55
167.64,63,22.42
154.94,76.2,31.74
170.18,66.2,22.86
175.26,68.9,22.43
182.88,68,20.33
170.18,69.9,24.14
152.4,73,31.43
154.94,69.9,29.12
200.66,79.8,19.82
152.4,68,29.28
172.72,68,22.79
187.96,77.1,21.82
182.88,68,20.33
170.18,64.9,22.41
152.4,72.1,31.04
170.18,67.1,23.17
182.88,76.2,22.78
187.96,74.8,21.17
182.88,69.9,20.9
154.94,77.1,32.12
175.26,64.9,21.13
152.4,73.9,31.82
182.88,68,20.33
154.94,68.9,28.7
160.02,53.1,20.74
193.04,78.9,21.17
154.94,69.9,29.12
152.4,63,27.13
182.88,74.8,22.37
182.88,69.9,20.9
175.26,62.1,20.22
175.26,69.9,22.76
175.26,68.9,22.43
185.42,83,24.14
175.26,68,22.14
187.96,74.8,21.17
152.4,72.1,31.04
172.72,64.9,21.76
182.88,79.8,23.86
182.88,78,23.32
182.88,73.9,22.1
187.96,79.8,22.59
185.42,74.8,21.76
182.88,73,21.83
182.88,64,19.14
154.94,74.8,31.16
185.42,73,21.23
182.88,67.1,20.06
182.88,79.8,23.86
170.18,59.9,20.68
193.04,83,22.27
187.96,77.1,21.82
182.88,74.8,22.37
152.4,73,31.43
190.5,84.8,23.37
170.18,59.9,20.68
182.88,82.1,24.55
193.04,77.1,20.69
182.88,76.2,22.78
175.26,72.1,23.47
175.26,68.9,22.43
182.88,73,21.83
154.94,74.8,31.16
185.42,69.9,20.33
187.96,89.8,25.42
154.94,68,28.33
185.42,74.8,21.76
185.42,79.8,23.21
187.96,78,22.08
198.12,79.8,20.33
185.42,78,22.69
193.04,87.1,23.37
154.94,76.2,31.74
152.4,77.1,33.2
175.26,73,23.77
193.04,96.2,25.82
175.26,69.9,22.76
187.96,71.2,20.15
175.26,59.9,19.5
185.42,79.8,23.21
195.58,78.9,20.63
182.88,72.1,21.56
185.42,69.9,20.33
175.26,64,20.84
187.96,78.9,22.33
193.04,78.9,21.17
170.18,74.8,25.83
175.26,66.2,21.55
172.72,66.2,22.19
190.5,78,21.49
185.42,82.1,23.88
195.58,82.1,21.46
190.5,82.1,22.62
182.88,64,19.14
152.4,74.8,32.21
187.96,66.2,18.74
185.42,78,22.69
185.42,74.8,21.76
185.42,74.8,21.76
182.88,76.2,22.78
193.04,83.9,22.51
152.4,68.9,29.67
167.64,64.9,23.09
187.96,84.8,24.0
182.88,73.9,22.1
175.26,68,22.14
182.88,66.2,19.79
175.26,64.9,21.13
154.94,69.9,29.12
170.18,69.9,24.14
195.58,79.8,20.86
175.26,71.2,23.18
190.5,78.9,21.74
152.4,64.9,27.94
185.42,76.2,22.16
185.42,74.8,21.76
185.42,78,22.69
193.04,98,26.3
182.88,74.8,22.37
172.72,66.2,22.19
193.04,83,22.27
154.94,74.8,31.16
154.94,73.9,30.78
175.26,69.9,22.76
152.4,64.9,27.94
154.94,69.9,29.12
175.26,69.9,22.76
182.88,78.9,23.59
154.94,73.9,30.78
175.26,69.9,22.76
175.26,69.9,22.76
154.94,72.1,30.03
187.96,84.8,24.0
175.26,59.9,19.5
152.4,69.9,30.1
182.88,72.1,21.56
187.96,68,19.25
185.42,76.2,22.16
187.96,77.1,21.82
154.94,74.8,31.16
167.64,59.9,21.31
152.4,69.9,30.1
154.94,64.9,27.03
154.94,78.9,32.87
185.42,79.8,23.21
193.04,89.8,24.1
152.4,69.9,30.1
175.26,71.2,23.18
185.42,76.2,22.16
175.26,69.9,22.76
185.42,72.1,20.97
152.4,67.1,28.89
182.88,74.8,22.37
182.88,64,19.14
182.88,69.9,20.9
185.42,74.8,21.76
172.72,68,22.79
154.94,68,28.33
185.42,79.8,23.21
152.4,69.9,30.1
175.26,74.8,24.35
172.72,62.1,20.82
182.88,69.9,20.9
152.4,64.9,27.94
175.26,62.1,20.22
154.94,64.9,27.03
170.18,59,20.37
154.94,76.2,31.74
185.42,79.8,23.21
154.94,69.9,29.12
152.4,78,33.58
154.94,78.9,32.87
175.26,73,23.77
154.94,73,30.41
170.18,62.1,21.44
193.04,78,20.93
182.88,74.8,22.37
193.04,87.1,23.37
175.26,64.9,21.13
172.72,64.9,21.76
154.94,74.8,31.16
187.96,73,20.66
152.4,71.2,30.66
190.5,79.8,21.99
172.72,68,22.79
187.96,77.1,21.82
152.4,60.8,26.18
152.4,68,29.28
175.26,66.2,21.55
152.4,74.8,32.21
172.72,64.9,21.76
152.4,78,33.58
193.04,79.8,21.41
154.94,69.9,29.12
182.88,77.1,23.05
175.26,66.2,21.55
167.64,69.9,24.87
185.42,72.1,20.97
182.88,73,21.83
154.94,68,28.33
154.94,74.8,31.16
152.4,73.9,31.82
182.88,69.9,20.9
182.88,73.9,22.1
182.88,73,21.83
187.96,79.8,22.59
175.26,66.2,21.55
182.88,76.2,22.78
175.26,64,20.84
154.94,73.9,30.78
170.18,73,25.21
152.4,69.9,30.1
185.42,79.8,23.21
190.5,83.9,23.12
175.26,64.9,21.13
193.04,79.8,21.41
152.4,66.2,28.5
170.18,68.9,23.79
172.72,66.2,22.19
185.42,74.8,21.76
154.94,76.2,31.74
175.26,79.8,25.98
175.26,72.1,23.47
152.4,67.1,28.89
170.18,68,23.48
152.4,78.9,33.97
185.42,82.1,23.88
152.4,69.9,30.1
154.94,72.1,30.03
187.96,86.2,24.4
152.4,74.8,32.21
154.94,60.8,25.33
185.42,78,22.69
154.94,64.9,27.03
152.4,79.8,34.36
175.26,68,22.14
190.5,77.1,21.25
185.42,76.2,22.16
185.42,73.9,21.49
170.18,66.2,22.86
182.88,73.9,22.1
152.4,67.1,28.89
152.4,69.9,30.1
172.72,64,21.45
182.88,78,23.32
152.4,68.9,29.67
187.96,73.9,20.92
182.88,79.8,23.86
154.94,67.1,27.95
175.26,69.9,22.76
167.64,68,24.2
172.72,69.9,23.43
187.96,74.8,21.17
182.88,72.1,21.56
152.4,64,27.56
185.42,74.8,21.76
182.88,69.9,20.9
182.88,72.1,21.56
154.94,69.9,29.12
152.4,74.8,32.21
193.04,79.8,21.41
195.58,83.9,21.93
195.58,87.1,22.77
175.26,68.9,22.43
182.88,64,19.14
175.26,62.1,20.22
175.26,62.1,20.22
152.4,66.2,28.5
172.72,68,22.79
182.88,73.9,22.1
187.96,74.8,21.17
152.4,68,29.28
152.4,68.9,29.67
175.26,73.9,24.06
190.5,81.2,22.38
152.4,69.9,30.1
154.94,68,28.33
154.94,71.2,29.66
190.5,72.1,19.87
190.5,79.8,21.99
154.94,72.1,30.03
154.94,74.8,31.16
154.94,77.1,32.12
154.94,77.1,32.12
175.26,63,20.51
190.5,79.8,21.99
182.88,76.2,22.78
182.88,64.9,19.4
152.4,69.9,30.1
182.88,72.1,21.56
187.96,77.1,21.82
185.42,72.1,20.97
152.4,64.9,27.94
170.18,55.8,19.27
187.96,81.2,22.98
182.88,83,24.82
170.18,59.9,20.68
154.94,74.8,31.16
182.88,73,21.83
152.4,74.8,32.21
152.4,64,27.56
182.88,81.2,24.28
152.4,68,29.28
154.94,74.8,31.16
152.4,66.2,28.5
182.88,68,20.33
154.94,76.2,31.74
182.88,76.2,22.78
185.42,74.8,21.76
154.94,67.1,27.95
152.4,68,29.28
185.42,78,22.69
185.42,74.8,21.76
198.12,93,23.69
175.26,64,20.84
193.04,88,23.62
187.96,74.8,21.17
175.26,64,20.84
182.88,76.2,22.78
187.96,79.8,22.59
154.94,74.8,31.16
152.4,73.9,31.82
193.04,82.1,22.03
185.42,78.9,22.95
182.88,79.8,23.86
185.42,79.8,23.21
175.26,68,22.14
152.4,59,25.4
182.88,67.1,20.06
172.72,69.9,23.43
172.72,59,19.78
172.72,59.9,20.08
182.88,72.1,21.56
185.42,69.9,20.33
170.18,68.9,23.79
190.5,77.1,21.25
175.26,62.1,20.22
175.26,71.2,23.18
170.18,64.9,22.41
185.42,82.1,23.88
152.4,68,29.28
175.26,72.1,23.47
175.26,67.1,21.85
182.88,72.1,21.56
185.42,78,22.69
190.5,83,22.87
182.88,73.9,22.1
185.42,73,21.23
195.58,88,23.01
185.42,78.9,22.95
190.5,76.2,21.0
152.4,64.9,27.94
182.88,78,23.32
152.4,68,29.28
152.4,78,33.58
154.94,73.9,30.78
187.96,91.2,25.81
154.94,73,30.41
154.94,68,28.33
193.04,83,22.27
170.18,69.9,24.14
152.4,66.2,28.5
154.94,78,32.49
152.4,76.2,32.81
182.88,78.9,23.59
182.88,81.2,24.28
152.4,68,29.28
154.94,73,30.41
185.42,72.1,20.97
152.4,68.9,29.67
182.88,73.9,22.1
185.42,76.2,22.16
187.96,74.8,21.17
182.88,73,21.83
175.26,68,22.14
182.88,69.9,20.9
175.26,68,22.14
185.42,72.1,20.97
154.94,73.9,30.78
154.94,69.9,29.12
187.96,83,23.49
154.94,69.9,29.12
187.96,83.9,23.75
154.94,72.1,30.03
175.26,73.9,24.06
182.88,68,20.33
182.88,74.8,22.37
175.26,81.2,26.44
182.88,76.2,22.78
152.4,71.2,30.66
190.5,83.9,23.12
190.5,77.1,21.25
185.42,81.2,23.62
187.96,73,20.66
152.4,63,27.13
154.94,73.9,30.78
182.88,78,23.32
185.42,77.1,22.43
175.26,63,20.51
185.42,79.8,23.21
152.4,78,33.58
182.88,69.9,20.9
185.42,72.1,20.97
154.94,77.1,32.12
182.88,78,23.32
152.4,72.1,31.04
170.18,59.9,20.68
193.04,83,22.27
182.88,73.9,22.1
182.88,83.9,25.09
154.94,68,28.33
154.94,69.9,29.12
182.88,79.8,23.86
175.26,68,22.14
172.72,76.2,25.54
152.4,68.9,29.67
182.88,72.1,21.56
152.4,69.9,30.1
182.88,73.9,22.1
152.4,63,27.13
170.18,74.8,25.83
170.18,68.9,23.79
152.4,66.2,28.5
182.88,79.8,23.86
182.88,78.9,23.59
175.26,69.9,22.76
182.88,78,23.32
190.5,72.1,19.87
152.4,71.2,30.66
182.88,79.8,23.86
175.26,64.9,21.13
175.26,68.9,22.43
182.88,72.1,21.56
175.26,67.1,21.85
175.26,74.8,24.35
185.42,74.8,21.76
152.4,73.9,31.82
152.4,66.2,28.5
185.42,77.1,22.43
187.96,78,22.08
154.94,72.1,30.03
152.4,59.9,25.79
154.94,72.1,30.03
167.64,60.8,21.63
154.94,78,32.49
152.4,77.1,33.2
152.4,66.2,28.5
154.94,74.8,31.16
182.88,74.8,22.37
154.94,69.9,29.12
182.88,76.2,22.78
190.5,88,24.25
170.18,59,20.37
170.18,67.1,23.17
190.5,84.8,23.37
154.94,78,32.49
185.42,74.8,21.76
175.26,77.1,25.1
175.26,64,20.84
154.94,71.2,29.66
185.42,76.2,22.16
175.26,71.2,23.18
175.26,69.9,22.76
195.58,87.1,22.77
152.4,76.2,32.81
182.88,69.9,20.9
185.42,82.1,23.88
175.26,64.9,21.13
187.96,88,24.91
152.4,74.8,32.21
154.94,68,28.33
190.5,74.8,20.61
193.04,88.9,23.86
152.4,69.9,30.1
154.94,72.1,30.03
185.42,76.2,22.16
175.26,73.9,24.06
175.26,72.1,23.47
193.04,79.8,21.41
170.18,64,22.1
182.88,73,21.83
187.96,77.1,21.82
190.5,88,24.25
187.96,83,23.49
152.4,78,33.58
185.42,79.8,23.21
185.42,83,24.14
172.72,64,21.45
152.4,71.2,30.66
154.94,69.9,29.12
187.96,74.8,21.17
165.1,59,21.65
152.4,73,31.43
165.1,57.2,20.98
152.4,68,29.28
185.42,78,22.69
193.04,83,22.27
152.4,74.8,32.21
182.88,74.8,22.37
182.88,69.9,20.9
152.4,64,27.56
172.72,68,22.79
175.26,69.9,22.76
175.26,78,25.39
185.42,74.8,21.76
185.42,73.9,21.49
182.88,64,19.14
154.94,68,28.33
187.96,73.9,20.92
152.4,78,33.58
175.26,67.1,21.85
167.64,64.9,23.09
190.5,88,24.25
182.88,79.8,23.86
185.42,69.9,20.33
167.64,64.9,23.09
193.04,84.8,22.76
187.96,73,20.66
182.88,69.9,20.9
154.94,71.2,29.66
152.4,79.8,34.36
187.96,77.1,21.82
152.4,64.9,27.94
154.94,72.1,30.03
152.4,76.2,32.81
190.5,82.1,22.62
187.96,74.8,21.17
172.72,59,19.78
193.04,88,23.62
175.26,72.1,23.47
152.4,69.9,30.1
170.18,68,23.48
154.94,74.8,31.16
175.26,68,22.14
175.26,69.9,22.76
185.42,81.2,23.62
172.72,72.1,24.17
185.42,78,22.69
175.26,64.9,21.13
193.04,82.1,22.03
182.88,74.8,22.37
170.18,64.9,22.41
172.72,67.1,22.49
175.26,69.9,22.76
182.88,83.9,25.09
154.94,77.1,32.12
190.5,82.1,22.62
198.12,88,22.42
152.4,69.9,30.1
185.42,69.9,20.33
187.96,67.1,18.99
152.4,73,31.43
175.26,68,22.14
154.94,73,30.41
187.96,78,22.08
154.94,69.9,29.12
187.96,79.8,22.59
152.4,72.1,31.04
182.88,69.9,20.9
152.4,73.9,31.82
175.26,67.1,21.85
187.96,81.2,22.98
170.18,68,23.48
190.5,74.8,20.61
172.72,74.8,25.07
185.42,74.8,21.76
154.94,69.9,29.12
154.94,66.2,27.58
154.94,69.9,29.12
187.96,88,24.91
152.4,62.1,26.74
187.96,84.8,24.0
170.18,64.9,22.41
170.18,63,21.75
182.88,74.8,22.37
185.42,79.8,23.21
193.04,83.9,22.51
154.94,66.2,27.58
172.72,64.9,21.76
152.4,63,27.13
172.72,64,21.45
154.94,77.1,32.12
185.42,74.8,21.76
190.5,78,21.49
190.5,91.2,25.13
187.96,74.8,21.17
187.96,81.2,22.98
175.26,67.1,21.85
152.4,74.8,32.21
172.72,64.9,21.76
193.04,83.9,22.51
170.18,54,18.65
152.4,74.8,32.21
175.26,71.2,23.18
182.88,78.9,23.59
193.04,84.8,22.76
182.88,74.8,22.37
154.94,79.8,33.24
185.42,78.9,22.95
182.88,72.1,21.56
182.88,78,23.32
154.94,69.9,29.12
185.42,74.8,21.76
185.42,74.8,21.76
152.4,82.1,35.35
154.94,74.8,31.16
154.94,69.9,29.12
154.94,72.1,30.03
154.94,77.1,32.12
152.4,63,27.13
152.4,74.8,32.21
185.42,74.8,21.76
154.94,72.1,30.03
185.42,71.2,20.71
170.18,64.9,22.41
187.96,78,22.08
154.94,78,32.49
175.26,82.1,26.73
175.26,64.9,21.13
154.94,71.2,29.66
182.88,78.9,23.59
182.88,73,21.83
175.26,72.1,23.47
154.94,68,28.33
175.26,68,22.14
154.94,74.8,31.16
187.96,78.9,22.33
187.96,79.8,22.59
175.26,69.9,22.76
175.26,62.1,20.22
193.04,81.2,21.79
185.42,74.8,21.76
193.04,77.1,20.69
172.72,63,21.12
185.42,67.1,19.52
167.64,64.9,23.09
172.72,59.9,20.08
182.88,67.1,20.06
187.96,81.2,22.98
185.42,74.8,21.76
152.4,79.8,34.36
182.88,77.1,23.05
154.94,72.1,30.03
152.4,64,27.56
187.96,73.9,20.92
182.88,78.9,23.59
154.94,69.9,29.12
170.18,68,23.48
195.58,88,23.01
175.26,64.9,21.13
187.96,78,22.08
154.94,69.9,29.12
195.58,84.8,22.17
185.42,79.8,23.21
182.88,74.8,22.37
175.26,67.1,21.85
185.42,72.1,20.97
193.04,84.8,22.76
170.18,67.1,23.17
190.5,84.8,23.37
175.26,68,22.14
175.26,60.8,19.79
154.94,77.1,32.12
175.26,72.1,23.47
185.42,78,22.69
193.04,96.2,25.82
182.88,72.1,21.56
175.26,66.2,21.55
182.88,77.1,23.05
182.88,73.9,22.1
187.96,78,22.08
175.26,73,23.77
185.42,78,22.69
182.88,74.8,22.37
167.64,58.1,20.67
182.88,73,21.83
152.4,73,31.43
185.42,71.2,20.71
182.88,73,21.83
175.26,74.8,24.35
182.88,72.1,21.56
167.64,59.9,21.31
154.94,71.2,29.66
187.96,82.1,23.24
152.4,67.1,28.89
182.88,76.2,22.78
187.96,83,23.49
175.26,69.9,22.76
154.94,78,32.49
182.88,73,21.83
193.04,88,23.62
152.4,73,31.43
175.26,68.9,22.43
193.04,83.9,22.51
187.96,79.8,22.59
185.42,69.9,20.33
165.1,64.9,23.81
193.04,92.1,24.72
187.96,83,23.49
182.88,79.8,23.86
187.96,69.9,19.79
152.4,67.1,28.89
154.94,73,30.41
190.5,79.8,21.99
175.26,62.1,20.22
175.26,67.1,21.85
185.42,74.8,21.76
182.88,79.8,23.86
152.4,66.2,28.5
187.96,69.9,19.79
185.42,78,22.69
182.88,69.9,20.9
175.26,68.9,22.43
154.94,73.9,30.78
175.26,68,22.14
193.04,98.9,26.54
187.96,69.9,19.79
175.26,64.9,21.13
182.88,77.1,23.05
182.88,74.8,22.37
182.88,78.9,23.59
182.88,69.9,20.9
154.94,81.2,33.82
195.58,72.1,18.85
152.4,74.8,32.21
172.72,69.9,23.43
190.5,81.2,22.38
185.42,81.2,23.62
152.4,76.2,32.81
182.88,78.9,23.59
175.26,73,23.77
175.26,69.9,22.76
175.26,66.2,21.55
167.64,59,20.99
154.94,66.2,27.58
154.94,73.9,30.78
175.26,60.8,19.79
182.88,77.1,23.05
154.94,69.9,29.12
152.4,69.9,30.1
182.88,77.1,23.05
185.42,83,24.14
190.5,79.8,21.99
152.4,74.8,32.21
190.5,78.9,21.74
175.26,69.9,22.76
185.42,76.2,22.16
167.64,62.1,22.1
154.94,64.9,27.03
190.5,83,22.87
185.42,78,22.69
175.26,69.9,22.76
175.26,63,20.51
190.5,69.9,19.26
187.96,84.8,24.0
185.42,77.1,22.43
152.4,72.1,31.04
175.26,78,25.39
187.96,76.2,21.57
182.88,73.9,22.1
193.04,81.2,21.79
154.94,73,30.41
170.18,67.1,23.17
152.4,68.9,29.67
175.26,68.9,22.43
175.26,68.9,22.43
175.26,78,25.39
175.26,68,22.14
182.88,79.8,23.86
154.94,78,32.49
152.4,74.8,32.21
185.42,83.9,24.4
154.94,71.2,29.66
154.94,68.9,28.7
170.18,59.9,20.68
193.04,83,22.27
203.2,79.8,19.33
185.42,79.8,23.21
175.26,69.9,22.76
190.5,87.1,24.0
172.72,67.1,22.49
185.42,69.9,20.33
193.04,84.8,22.76
