"","Label","Pyruvate","MethylSuccinate","Phosphoglyceric Acid","Glucose 1-phosphate","Malonic Acid","Fumaric Acid","Alpha-Ketoglutaric Acid","Sarcosine","Cadaverine","5-Aminovaleric Acid","Pipecolate","Tyramine","1-Methylhistidine","isoValeric Acid","2-Hydroxyisovaleric Acid","3-Methyl-2-Oxovaleric Acid","2-Aminoisobutyric acid","Creatinine","Betaine","Taurine","1-Methylhistamine","Pyroglutamic Acid","Creatine","4-Hydroxyproline","Homocysteine","Cysteamine","Carnitine","Glycerate","N-AcetylGlycine","Guanidinoacetate","Benzoic acid","Citraconic Acid","Glutaric Acid","Oxaloacetate","Anthranilate","2-Hydroxyglutarate","2-Aminoadipate","Homogentisate","Hydroxyphenylpyruvic acid","Kynurenate","Xanthurenate","Pantothenic acid","L-Kynurenine","3-Hydroxykynurenine","Cytidine","Uridine","1-Methyladenosine","Hypoxanthine","Oxypurinol","Xanthine","Orotate","Allantoin","Urate","Xanthosine","AMP","IMP","ADP","Adenylosuccinate","Choline","Dimethylglycine","Niacinamide","Methylmalonate","Ascorbic Acid","4-Pyridoxic acid","Biotin","Pyridoxal 5'-phosphate","Trimethylamine","Trimethylamine N-oxide","Shikimic Acid","Hippuric Acid","4-Hydroxybutyrate","Acetylcholine","Deoxycarnitine","13-HODE","18-Hydroxyarachidonic acid","Glycochenodeoxycholate","Acetylcarnitine","Azelaic Acid","Myristic Acid","Margaric Acid","Linoleic Acid","Linolenic Acid","Mannose","Sorbitol","Glyceraldehyde","Erythrose","myoinositol","Fructose","D-Glucoronic acid","N-Acetylneuraminic acid","Lactose","Sucrose","Ornithine","Citrulline","Propionate","Oxalic Acid","Acetoacetate","Adipic Acid","Ribose-5-P","Geranyl-PP","Glycine","Alanine","Serine","Proline","Valine","Threonine","Leucine","iso-Leucine","Asparagine","Aspartic Acid","Glutamine","Lysine","Glutamic acid","Methionine","Histidine","Phenylalanine","Arginine","Tyrosine","Tryptophan","Cystine","lactate","3-Hydroxybenzoic acid","Succinate","Glucose"
"87","0",13.69737,15.71003,13.28099,12.12989,14.30464,12.78532,14.94183,12.28637,11.15948,16.01883,15.40505,10.83938,14.81376,13.78396,16.5288,11.31916,11.89275,15.79483,16.48815,14.91427,11.329583,11.37614,14.86467,14.42254,10.254105,12.5927,16.56921,12.80876,14.42897,12.83664,13.34438,14.71421,13.75195,11.99774,14.50078,14.51068,11.58743,14.55745,11.36973,11.56652,11.99966,13.23874,12.16125,12.10607,9.784819,11.47008,15.01572,13.76104,12.2934,13.54185,14.41595,13.42586,17.34744,11.67702,13.21251,11.998172,12.67003,11.37839,17.13432,13.56107,11.59965,14.05296,13.00927,13.46071,13.27232,12.26588,13.34169,16.25257,16.06473,13.73091,12.51299,14.69333,10.90493,11.67172,10.441735,13.38408,16.55444,12.8114,13.07523,11.14608,11.34469,14.39787,16.38516,12.24774,11.44619,12.35841,14.49648,13.88567,12.47824,11.03039,11.51351,12.6644,15.03354,16.98022,10.277385,10.87964,11.48433,12.05182,11.3322,11.64147,5.416961,5.67427,4.330563,4.895066,4.771296,4.843208,4.639574,3.97531,3.727481,1.539989,6.172855,5.131385,3.991667,3.2417,4.426955,4.054604,4.37764,3.673168,3.683292,2.997451,6.574054,3.426091,2.514512,8.44628965
"90","0",13.58766,15.59057,12.65348,11.77558,14.50314,12.82991,14.58887,12.09236,10.87369,16.00543,15.38425,10.64873,13.08912,13.78289,16.29904,11.22835,11.79844,15.74906,16.43877,14.85475,0.6079275,10.76196,15.10401,13.45568,10.282504,12.92356,16.0452,12.69568,13.81601,13.08336,12.72446,13.41236,13.558,12.07429,14.44818,14.0805,11.85936,14.02868,10.97768,11.51684,12.12831,12.86273,12.01574,12.07625,9.546288,11.60361,14.64517,13.80299,12.20573,13.49846,14.24099,13.31014,17.07656,11.33138,12.58991,10.696888,12.50388,10.97802,17.02479,13.81486,11.35356,14.04406,12.63671,13.64941,13.59401,12.1453,12.85522,15.8337,16.11172,15.40552,12.50914,11.69314,0.6079275,11.63444,10.593616,10.37017,15.66617,12.93927,12.56309,11.44758,11.17443,14.15437,16.15988,12.1476,11.71233,12.50096,14.3092,12.37507,11.84141,10.8099,10.63099,12.76206,14.66094,16.69687,10.483399,11.12316,11.81066,11.9239,11.51781,11.63881,4.860959,5.210424,4.133609,4.452342,4.658348,4.728291,4.410053,3.680586,3.788049,1.527649,6.043313,5.111569,3.885255,3.030993,4.241259,3.977612,4.284841,3.680334,3.576298,2.945299,6.583108,3.60615,2.020317,8.332295026
"92","0",13.76717,15.67878,12.66865,11.79314,14.28228,12.6045,14.71161,12.16699,10.80221,16.10969,15.62202,10.74075,14.22228,13.80528,16.13704,11.52014,11.63427,15.51058,16.29252,14.98413,10.730407,11.10626,15.36603,13.43131,10.319224,12.3967,16.60289,12.96333,14.35642,12.90053,12.85043,13.64715,13.6111,12.04296,14.48133,14.19951,11.56096,14.18019,11.06931,11.5496,12.46778,12.88297,11.93214,12.11506,9.123014,11.68595,14.46978,13.76711,12.28922,13.4597,14.28861,13.34791,17.22267,11.50215,12.62703,10.601621,12.52571,11.20356,16.92676,13.76741,11.52545,14.0914,12.69292,13.57095,13.40794,12.20859,13.37264,15.4182,16.04612,15.12782,12.26951,14.29728,10.49014,11.27201,10.943637,10.75898,16.30747,12.97632,12.43331,11.222,11.13131,14.16478,16.25599,12.1292,12.20506,12.56472,14.44732,12.43076,11.86968,10.73344,10.48145,12.67125,14.79558,16.68519,10.442359,11.06635,11.94371,11.69879,11.41002,12.2399,4.895743,5.172031,4.48186,4.445106,4.815239,4.566003,4.489911,3.701858,3.545296,1.509249,6.097932,5.182591,4.184526,3.059416,4.198177,4.03674,4.179852,3.553686,3.724408,3.064926,6.552763,3.416546,2.24199,8.383797667
"93","0",13.6995,15.41176,13.11154,11.93369,14.55305,12.65486,14.69379,12.00284,10.81851,16.05008,15.33369,10.91949,14.29149,13.7624,15.87313,11.39178,11.53838,15.95561,15.65906,14.81332,10.86703,10.86838,15.42917,13.55972,10.459141,12.02547,16.39238,12.87605,14.19223,12.8913,13.36414,13.96835,13.51554,12.40557,14.51046,14.46378,11.22386,14.32108,11.51251,11.42553,12.26987,13.71985,12.17951,12.01151,10.010731,11.31094,14.67482,13.83838,12.585,13.81481,14.35208,13.18041,17.23708,11.51538,12.85418,11.571115,12.49469,11.63092,16.80893,13.79599,11.37881,14.31909,13.1968,13.62733,13.10887,12.37658,13.24209,18.29486,17.52166,16.10931,12.41032,14.43734,10.46274,11.56548,10.197122,11.49815,16.31346,12.99107,13.07778,11.35783,11.32352,14.09861,16.43387,12.1948,11.80157,12.6168,14.92218,12.1213,12.73836,11.30575,11.38587,12.77206,14.98417,17.03588,10.809943,10.75036,12.20378,12.05356,11.33798,11.61099,4.930339,5.231219,4.160511,4.703432,4.781363,4.668111,4.376045,3.752138,3.480411,1.931445,6.05225,4.995551,4.46111,3.076477,4.218356,4.037508,4.042111,3.63307,3.636164,3.206126,6.515645,3.646939,2.47801,8.407115834
"95","0",13.7626,15.70171,13.44246,11.95633,13.4343,12.30309,14.913,12.01136,11.29778,15.97362,15.43672,11.01984,15.32747,13.68806,16.44972,11.44794,11.46475,15.6743,16.29833,14.78627,11.897774,11.3428,15.0254,13.33209,10.073281,11.88744,16.53335,12.78028,14.43969,12.59106,12.97125,14.90556,13.82959,11.47772,14.59753,14.28535,11.15402,13.72798,11.05051,11.52326,12.22825,12.82609,11.69494,12.04555,9.325325,11.66512,14.87168,13.28175,11.98632,13.13285,14.39711,12.74362,16.71164,11.5754,12.88843,12.118487,12.74904,11.23775,16.71949,13.86158,11.38287,14.14287,12.56684,13.63155,13.40639,12.37671,13.46069,15.8607,16.08042,15.05228,12.36453,14.54861,10.74076,11.34271,10.479116,11.954,15.9163,12.89824,12.60386,11.07418,11.33423,13.64972,16.39563,12.23543,10.98551,12.53493,14.44182,11.93598,11.78867,10.7763,10.60564,12.80886,14.82,16.76684,10.188879,11.01935,11.32424,11.63719,11.57717,12.15114,4.633398,5.340611,4.180403,4.174197,4.696587,4.699595,4.356123,3.507664,3.645564,1.484925,6.043322,5.017251,3.512803,3.052481,4.343686,3.919316,4.345222,3.622989,3.501508,2.609425,6.485455,2.669317,2.297563,8.377152972
"96","0",13.60732,15.97087,13.97188,12.69312,13.80685,12.62591,14.93037,12.08015,11.24037,16.09408,15.59494,10.84435,15.50122,13.67162,16.22739,11.00975,11.66941,15.63103,16.34854,15.2478,11.896063,11.12449,15.22948,13.49988,10.342086,12.63266,16.49739,12.80485,14.94609,12.63046,12.87215,13.9151,13.57489,11.73202,14.57559,14.45662,11.51447,13.73193,11.09581,11.56341,11.85991,12.94952,11.9335,11.89163,9.270661,11.76995,14.94693,13.54726,12.35206,13.45669,14.35099,13.00409,16.40924,11.1823,13.58972,12.7374,13.48145,11.64846,16.81639,13.47752,12.07403,14.2391,12.97628,13.4255,13.37657,12.12095,13.33269,16.21691,16.376,14.67765,12.34212,14.46517,10.71662,11.76621,10.814693,11.30581,16.30698,12.61547,12.97019,10.96185,11.25732,14.08487,16.40158,12.35745,11.29422,12.45812,14.45005,12.9303,11.99938,11.09718,10.71346,12.7715,14.86297,16.89125,10.543636,10.70524,11.60547,11.69681,11.5459,11.93044,4.942508,5.242083,4.442529,4.078685,4.799586,4.693142,4.501675,3.64204,3.982576,1.946524,6.14872,5.21942,4.034589,3.244904,4.492664,4.124275,4.267804,3.731698,3.627513,3.03551,6.38645,3.095053,2.959667,8.410001368
"97","0",14.24169,15.4013,12.86751,12.02381,12.75109,12.4043,14.65763,11.90459,11.22628,16.13816,15.63727,10.56772,13.89354,13.76665,16.22191,11.55945,11.54603,15.49516,15.8432,14.72765,10.554219,11.03639,15.69161,13.32448,10.179209,13.38878,16.55732,12.34626,12.83069,12.69232,12.70782,15.89271,13.69306,12.22045,14.48484,14.4313,11.66354,14.25995,11.09709,12.13203,12.38577,13.63954,12.31091,12.01264,8.952621,11.6092,15.00801,13.62041,12.3393,13.59583,14.20442,13.14517,17.22469,11.62189,12.86762,10.755169,12.81661,11.05691,16.71491,13.42667,11.57509,13.72476,12.91021,13.54841,13.45369,12.23648,13.46397,15.75428,15.48455,13.72286,12.26655,14.38413,10.6782,11.64746,10.53894,11.02011,16.12918,13.02713,12.85231,11.07554,11.29522,14.16849,16.4351,12.63955,12.12449,12.48943,14.32612,12.76017,12.03076,11.51217,16.17095,12.73135,14.61266,16.60109,10.562968,11.7014,11.69426,11.75859,11.41906,11.87915,4.437757,5.837897,4.004774,4.79679,4.906528,4.429539,4.601541,3.878456,3.554063,1.654914,5.95527,5.295845,4.608573,3.093212,4.607864,4.042835,4.273504,4.120068,3.782523,3.025511,7.032779,2.037107,2.070209,8.422744742
"1","1",14.09308,15.39712,13.43031,11.84914,14.26502,13.96107,14.96699,11.65296,11.17626,15.94641,15.37437,10.90713,15.35442,13.74337,16.72739,11.1633,12.21687,16.33076,16.43014,14.99414,11.804674,11.10547,15.71375,13.5574,10.362814,16.50343,16.90315,12.65388,13.86457,12.41249,13.15929,14.38711,13.9534,12.73828,14.48633,14.77402,11.45772,14.47635,11.59488,11.9889,11.89132,13.2732,12.68479,12.09224,10.115159,11.13063,15.28295,13.82643,11.95165,12.98437,14.49289,13.32036,17.43775,11.89573,13.19426,11.162804,12.82201,11.53243,17.25786,13.38867,13.33396,14.53114,13.50656,13.4619,12.65303,12.24834,13.80979,16.94743,16.25781,15.13219,12.4976,14.74764,10.76515,11.63396,10.453248,11.9556,17.08227,13.02282,13.45707,11.27111,11.81915,14.4398,16.407,12.12951,11.71013,12.45198,14.94818,14.51368,13.10044,12.06078,10.8054,12.74886,14.97186,16.98445,10.462539,11.425,11.76615,12.19626,11.64262,11.4451,5.047124,5.759916,4.220081,4.893496,4.608442,4.179485,4.259067,3.66861,3.462132,1.618891,6.103277,4.918961,4.437587,2.943757,4.566281,3.857243,4.179763,3.467751,3.313728,3.408969,6.986403,3.339352,2.493774,8.452284858
"2","1",13.71113,15.76302,13.09161,11.77321,13.8055,13.66606,14.81226,11.9241,11.20358,15.8135,15.53306,10.70974,15.42747,13.60648,16.17024,11.68629,12.12032,16.56069,16.32862,14.98835,11.941725,11.19989,14.84685,14.7153,10.394555,13.04549,16.93813,12.46023,14.39571,12.88237,13.08763,14.408,13.41976,12.19197,14.47796,14.45414,11.1225,14.44216,12.00279,11.55955,12.08122,13.19737,12.38375,12.11055,9.953892,11.32337,15.31864,13.5172,12.23582,13.41293,14.42847,13.51819,17.42367,11.75571,13.19716,10.738194,12.77715,11.24552,17.30019,13.68778,11.4986,14.67738,13.51563,13.45407,13.23575,12.33647,13.78849,16.73196,17.07163,16.59859,12.44553,15.28275,11.48641,11.77197,10.663533,11.09678,16.83341,12.98116,12.4781,11.49591,11.69589,14.44924,16.5335,12.19809,11.33918,12.35045,15.23808,14.63021,12.98275,11.65541,11.98226,12.69391,15.10313,17.26999,10.779682,10.85417,11.67988,14.08188,11.72135,12.02397,5.16863,5.498309,3.994917,4.936208,4.563662,4.548305,4.31717,3.563932,3.813619,1.357486,6.094974,5.097058,3.276693,3.065173,4.40089,3.903333,4.656976,3.473344,3.246312,3.203795,6.407645,2.997614,2.295326,8.305597978
"3","1",13.8015,15.72714,12.73133,11.81329,13.814,13.08059,14.73996,11.70664,11.02513,15.95883,15.44224,10.94927,13.8102,13.7064,16.9458,11.61927,12.07886,16.41566,16.45364,14.98333,10.402725,11.20823,14.87304,14.82995,10.344005,12.83372,16.54659,12.44111,13.29995,12.63292,13.10431,14.40526,14.14488,12.37401,14.46161,14.46122,11.5095,14.35852,11.69707,11.90535,12.54013,13.03339,13.09495,12.12839,10.087352,11.17456,15.00439,13.16314,11.83927,13.06911,14.36412,13.4925,17.34726,11.89624,13.27178,11.415576,12.85984,11.53437,17.21179,13.43905,11.8328,14.49496,13.23072,13.51589,13.09753,12.38597,13.4067,16.46952,17.24882,15.79971,12.46974,14.9885,10.98971,11.53811,10.693242,13.04466,16.11361,13.15935,12.67812,11.29197,11.43082,14.2711,16.39899,12.66034,11.91911,12.64922,14.91807,14.47928,13.49192,11.57455,11.36757,12.66097,14.71115,17.09036,10.991452,11.23436,11.61924,12.03684,11.6456,12.04711,4.619125,5.796456,3.931718,4.862981,4.707885,4.525351,4.612327,3.793989,3.824681,1.498487,6.048863,5.079053,3.818405,3.074507,4.687895,4.208847,4.442758,4.249722,3.883027,3.368125,6.753289,2.996414,2.140552,8.376844538
"4","1",14.26773,15.56005,13.6859,12.29434,13.33479,12.93362,14.75076,11.93411,11.06421,16.2236,15.54171,10.99923,14.17269,13.77077,16.26107,11.46043,11.98127,16.29411,16.45257,15.2707,10.679562,10.78742,15.35284,13.93682,10.163389,13.05649,16.64243,12.6069,13.06145,12.59371,13.13041,14.29443,13.55659,11.84325,14.49482,14.58986,11.78843,14.5998,11.29995,11.96322,12.25749,13.05541,12.64752,11.96179,9.226572,11.68747,15.27834,13.88455,12.53087,13.77721,14.31567,13.22341,17.52373,11.94186,13.39118,11.938254,13.48984,11.64457,17.18763,13.18421,12.17457,14.18468,11.99112,13.56022,13.37812,12.34635,13.50619,16.74351,17.73446,13.84836,12.5044,15.06148,11.24152,11.72543,10.508851,12.61083,16.42905,12.94429,13.15573,11.57661,11.51248,14.28284,16.38746,12.37062,11.50216,12.60579,14.57414,12.72386,12.71698,11.75238,12.13908,12.72671,14.87418,17.22324,10.530595,11.37238,11.68761,11.78457,11.58063,11.59796,4.759132,5.736616,3.956111,4.882097,4.947706,4.567773,4.815625,4.075913,3.728519,2.023032,6.002599,5.0965,4.571022,3.144072,4.367007,4.259428,4.309021,3.875018,3.468374,3.212092,7.004877,2.605111,2.125816,8.532808385
"5","1",13.84772,15.48992,12.94425,12.41911,12.99821,13.2271,14.50933,12.46163,11.33854,15.66607,16.0946,10.57974,14.80259,13.62605,15.17566,13.16053,12.33472,16.30517,15.99668,15.56605,11.417604,10.89152,15.81526,14.9529,10.259733,14.49233,16.43774,12.64258,14.94102,12.35263,12.59494,14.00487,13.21061,13.58375,14.41798,14.45161,11.94277,14.22922,12.17495,11.53705,12.3624,15.97237,12.40265,12.14806,9.290657,11.17742,15.03516,13.97541,12.1616,13.43751,14.32749,13.35728,17.24736,11.49812,13.96167,11.513461,13.48763,12.28274,17.47847,13.42,12.25614,14.65356,13.63511,13.57043,13.07609,12.36729,13.23632,16.22198,18.29473,13.50238,12.62619,14.72123,10.88328,12.08656,10.892542,12.00347,15.73145,13.51685,12.42142,11.25027,11.26246,14.21025,16.41332,12.11295,11.47056,12.47074,15.4101,13.04797,13.03488,11.95428,11.83631,12.7554,14.81657,17.33252,10.121806,10.8223,11.72562,12.22336,11.45047,12.48367,5.576956,5.551877,4.126888,4.717582,4.480119,4.323467,4.293294,3.511894,3.685641,1.843387,5.902695,5.503908,4.121096,3.328305,4.302249,3.95821,4.487231,3.545176,3.546121,2.844501,6.526133,2.283103,2.438379,8.208182034
"6","1",13.89175,15.75023,13.62542,12.07833,15.45253,14.72104,14.7791,11.70621,10.82579,15.7151,15.16674,10.96499,15.84373,13.58232,16.5073,11.18294,12.04191,16.72302,16.491,14.91581,12.246991,11.0653,15.47764,14.77395,10.149473,13.90105,16.59111,12.87701,14.44252,12.38576,13.07254,14.99653,13.39334,13.34717,14.399,14.70565,10.71013,14.20162,12.29035,11.93884,11.81557,14.35629,12.50067,12.20141,9.883681,11.1125,15.18088,14.20119,12.00893,13.1542,14.5642,13.64169,17.29883,11.95162,13.66475,11.638121,13.06048,11.43855,17.21628,13.08241,11.4083,14.99995,14.17696,13.54119,13.00563,12.3223,13.51345,17.99662,17.34082,15.06681,11.9432,14.96463,11.20879,12.02545,9.971429,13.34346,17.04795,13.58244,12.96184,12.02636,11.70817,14.51341,16.33708,11.75148,11.62735,12.30793,15.52952,13.94819,13.4599,12.42534,13.19079,12.55904,15.01937,17.56036,10.784781,11.63012,11.35132,13.42318,11.7645,12.13129,5.503932,5.422537,4.295574,4.645152,4.453561,4.483007,4.253699,3.923905,3.865893,1.441802,6.043621,4.687797,3.250495,3.137735,4.434848,3.962557,4.533638,2.969516,3.006575,2.875781,6.999958,4.158521,2.252244,8.221675453
"8","1",13.97474,15.42198,12.74929,11.4973,12.52198,13.5001,14.53257,11.62644,11.03754,16.1306,15.46209,10.91593,15.02668,13.68312,17.08588,11.06701,12.06582,16.12732,16.52966,14.45809,11.521523,10.84481,16.0292,14.67266,10.420189,13.35095,16.64911,12.67105,13.00021,12.15362,13.08146,13.99035,13.98694,11.72361,14.50245,14.6394,11.38627,14.41132,11.32183,11.84736,11.88185,13.1383,13.06468,11.5674,10.202182,11.05603,15.29695,12.24203,11.84921,12.98457,14.31361,12.82429,17.38113,12.0943,13.39186,10.512915,12.07237,11.73656,17.21911,13.48896,11.39585,14.55362,12.95392,13.45775,12.86216,11.98512,13.45808,16.87573,16.86154,16.21304,12.66524,14.72607,10.93256,11.60622,11.003467,12.94152,15.93089,13.08709,13.25512,11.15167,10.71619,13.02886,16.34333,12.01212,11.98545,12.47412,14.4618,12.65781,12.5935,11.16351,14.13729,12.68706,14.94865,16.71998,10.624663,11.34972,11.49094,11.9672,10.96411,11.03911,4.607877,5.545236,4.035799,4.824518,4.81805,4.873718,4.238743,3.541143,3.469734,1.63943,5.939259,5.113592,3.990933,2.649629,4.283991,3.971454,4.077324,3.383364,3.193983,3.358349,6.835343,1.570753,2.345392,8.251383842
"10","1",14.14251,15.60954,13.66692,12.4929,12.5815,12.79448,14.97988,11.53188,11.2555,15.90766,15.46537,10.9642,14.8178,13.77449,15.4877,10.8505,11.4503,16.0508,15.63497,15.27489,11.288516,11.34532,14.44364,14.35586,10.272708,13.82819,16.71309,12.19407,13.03776,12.46767,12.87922,14.24038,13.36396,11.78294,14.59028,14.55779,11.41947,14.4923,11.29351,11.95962,12.20808,14.22591,11.88757,12.09813,8.97389,11.39942,15.27493,14.37069,12.30994,13.55737,14.49987,13.05993,17.57993,11.27119,13.32646,11.921913,13.74402,11.60466,16.71216,12.55825,12.29199,13.50604,13.18892,13.52809,12.96014,12.19256,13.53015,15.61025,14.778,14.05244,12.1857,14.91264,11.18984,10.56556,10.302521,12.54898,16.65994,12.89625,12.85192,10.7563,10.47692,13.2929,16.44545,12.40727,11.62295,12.46468,14.5501,12.8712,12.89747,11.66644,14.17313,12.5762,14.36277,16.80658,10.22518,11.42769,10.83384,11.83832,11.58097,11.67691,4.651594,5.931513,3.755581,4.727126,4.71727,4.412083,4.447613,3.789514,3.517661,1.887201,6.141277,5.136308,4.591788,3.175599,4.534323,3.851183,4.045717,3.791063,3.481941,2.637358,7.046317,1.778769,2.315888,8.46185608
"11","1",13.8099,15.62211,13.7422,12.16792,13.69254,13.793,14.75958,11.74309,10.91089,16.15978,15.1827,10.84433,14.96588,13.86499,16.15299,11.22358,12.23526,16.29204,16.48907,15.12403,11.566764,11.18015,14.11719,13.61277,10.160842,14.06974,16.63893,12.68708,13.55927,12.11635,13.00735,13.90698,13.50179,12.89473,14.67573,14.50385,11.55279,14.46657,11.48009,11.38042,12.28193,15.08488,12.50067,12.10154,9.904104,11.68252,15.63196,13.48546,12.29279,13.48794,14.48524,13.51941,17.3862,12.06486,13.53151,12.014335,13.20178,11.85626,17.34971,13.09589,12.00303,14.94676,13.74236,13.59937,13.34401,12.39316,13.51155,17.02867,16.40785,15.18115,12.68399,14.84664,10.97114,11.60948,10.209928,12.2682,16.79084,13.24939,13.17186,11.60252,11.6078,14.17663,16.47115,12.45409,11.43805,12.56825,15.01061,14.4632,13.61782,11.84107,11.25561,12.78498,14.77834,17.24342,10.877288,11.11763,11.78306,12.34608,11.49437,11.61412,4.614741,5.542412,3.942072,4.745617,4.850896,4.30525,4.585573,3.978093,3.714744,1.841823,6.030345,4.79586,4.027866,3.118766,4.425707,4.131133,4.051109,3.838748,3.722527,3.343931,6.517728,2.97239,2.483654,8.549540219
"12","1",13.74415,15.46818,13.29372,11.72602,14.04889,13.51764,14.72926,11.71541,11.01202,15.98106,15.48454,10.7943,14.33336,13.76372,16.68675,10.80511,12.20335,16.16783,15.95926,14.96171,10.874908,10.88771,15.22659,13.85095,10.246896,13.8172,16.94766,12.34635,13.11075,12.3527,12.63076,14.02732,13.61701,12.05579,14.43696,14.72043,11.43649,14.46047,11.48303,11.6352,12.11369,14.4624,12.27288,11.91786,10.316536,11.66862,15.39333,13.82183,12.30737,13.6404,14.37627,13.44248,17.41903,11.78074,13.06458,11.507304,12.69856,10.79401,17.27183,13.65995,11.58841,14.55266,13.05172,13.66069,13.30707,12.20243,13.82778,16.45611,16.73889,14.20603,12.58485,14.90639,11.03117,11.79337,10.430483,12.20002,16.9792,12.89964,12.84537,11.45834,11.76605,14.63794,16.42547,12.44081,11.31966,12.4366,14.7902,12.60132,12.98531,11.44566,10.78671,12.60922,14.53851,16.58087,10.877335,11.08674,11.8986,11.93331,11.51021,11.53591,4.481923,5.390188,3.674202,4.567042,4.739457,4.411675,4.450548,3.705845,3.548423,1.595564,5.950705,5.103552,4.23629,2.983565,4.301114,4.029261,4.236022,3.878884,3.295231,3.222023,6.638164,3.179535,2.082592,8.420687099
"13","1",14.12915,15.70127,13.6203,12.11946,13.1911,14.77471,14.77533,11.83823,11.05207,16.01284,15.63288,10.9959,15.01549,13.52777,16.91394,13.04291,12.11122,17.02481,16.48533,14.96063,11.511337,11.01309,14.57409,14.19559,10.39456,15.06145,16.84341,12.67474,14.07509,12.65639,12.86228,14.46526,13.63608,13.21934,14.47388,15.1228,11.74175,14.60072,12.41581,11.704,12.19032,15.0874,12.67446,11.99765,9.620581,11.59017,15.40349,13.89877,11.94333,13.11499,14.39671,13.42024,17.47446,12.24929,13.26284,11.525952,12.53923,11.23029,17.33768,13.54782,11.64225,15.41511,13.96142,13.51055,13.16136,12.30005,13.6474,16.96577,17.80493,16.72993,12.54684,15.34496,11.62626,11.70269,10.655082,13.73674,16.81384,13.06515,13.24388,12.10951,11.6302,14.48181,16.40726,12.02853,11.40729,12.45774,15.63368,14.86273,13.37166,12.27815,12.64708,12.71059,15.0904,17.23148,11.252892,11.01056,12.37017,12.39867,11.4752,11.87846,5.072706,5.86631,4.19162,5.001173,4.724724,4.665156,4.568073,3.870775,3.80666,1.609771,6.068952,5.301031,3.854551,3.278426,4.544416,4.055628,4.581341,3.444664,3.396682,3.789358,6.840733,2.249873,2.199526,8.260776671
"14","1",13.68064,15.61015,12.57552,11.57422,13.53265,13.2441,14.85953,11.68464,11.42844,16.04823,15.58083,11.15934,14.51599,13.89991,16.82833,11.47235,11.96805,16.31422,16.3538,14.66808,10.911052,11.15709,15.1922,13.90435,10.539951,12.96609,16.90226,12.52427,13.89559,12.2762,12.99595,13.5095,13.93069,12.20204,14.52445,14.57393,11.62571,14.30638,11.60399,11.58958,12.33423,13.52773,12.41366,12.04318,9.688907,11.77782,15.35021,13.52733,12.22821,13.56432,14.39016,13.38118,17.36913,12.19045,12.65616,10.323555,12.45132,10.86186,17.18007,13.64859,11.21913,14.61221,12.94456,13.48126,13.59884,12.25921,13.81938,15.8891,17.16879,13.23633,12.26025,15.34875,11.56994,11.09236,10.616383,13.7497,16.81241,12.91974,12.53574,11.15797,10.94499,13.87675,16.47478,12.03908,11.44143,12.60767,14.71162,12.51258,12.47216,11.42746,10.78183,12.82712,14.80208,17.39868,10.948909,11.10463,12.01005,11.88586,11.68472,11.8352,4.647972,5.211365,3.92322,4.758411,4.909627,4.403186,4.603993,3.912943,3.663572,1.721617,6.04965,5.168151,4.095955,3.031385,4.390467,4.024116,4.350741,3.509531,3.469935,3.227815,6.379668,2.746176,1.904801,8.636017168
"15","1",13.68762,15.17555,13.58102,11.94777,13.47151,13.258,14.61513,11.88117,11.10733,15.88199,15.25615,10.91961,14.70466,13.73871,16.35847,12.61229,11.91922,16.12089,15.42177,14.792,11.215063,11.0782,15.19385,14.77443,10.462274,13.7664,16.5896,12.66745,13.15954,12.18751,12.83867,13.17369,13.38609,12.05975,14.5579,14.71532,11.5814,14.68081,11.64115,11.36675,12.03282,14.71623,12.23335,11.9739,9.83008,10.6666,15.38097,13.27826,12.22944,13.28949,14.33317,13.30955,17.63437,11.66639,13.10527,12.026146,13.02773,11.3685,17.12145,13.34668,11.54398,14.68284,12.80319,13.62085,12.67955,12.33101,13.46131,16.44389,18.04853,14.33966,12.49651,14.50705,10.78764,12.07713,10.125253,12.60092,16.26029,13.00922,12.82789,11.29753,11.47665,14.45015,16.34324,12.41405,11.43038,12.47286,14.73201,13.10003,13.31444,11.47746,12.52441,12.76175,14.76373,16.76223,10.648367,11.07823,11.90712,12.13581,11.06074,11.96456,4.493321,5.255416,4.14418,4.293939,4.589757,4.25993,4.297098,3.493226,3.160864,1.504154,5.918721,4.817451,4.513055,2.953034,4.248591,3.873307,3.938294,3.795237,3.151506,3.06966,6.574424,2.687735,2.518273,8.428316421
