,Label,Pyruvate,MethylSuccinate,Phosphoglyceric Acid,Glucose 1-phosphate,Malonic Acid,Fumaric Acid,Alpha-Ketoglutaric Acid,Sarcosine,Cadaverine,5-Aminovaleric Acid,Pipecolate,Tyramine,1-Methylhistidine,isoValeric Acid,2-Hydroxyisovaleric Acid,3-Methyl-2-Oxovaleric Acid,2-Aminoisobutyric acid,Creatinine,Betaine,Taurine,1-Methylhistamine,Pyroglutamic Acid,Creatine,4-Hydroxyproline,Homocysteine,Cysteamine,Carnitine,Glycerate,N-AcetylGlycine,Guanidinoacetate,Benzoic acid,Citraconic Acid,Glutaric Acid,Oxaloacetate,Anthranilate,2-Hydroxyglutarate,2-Aminoadipate,Homogentisate,Hydroxyphenylpyruvic acid,Kynurenate,Xanthurenate,Pantothenic acid,L-Kynurenine,3-Hydroxykynurenine,Cytidine,Uridine,1-Methyladenosine,Hypoxanthine,Oxypurinol,Xanthine,Orotate,Allantoin,Urate,Xanthosine,AMP,IMP,ADP,Adenylosuccinate,Choline,Dimethylglycine,Niacinamide,Methylmalonate,Ascorbic Acid,4-Pyridoxic acid,Biotin,Pyridoxal 5'-phosphate,Trimethylamine,Trimethylamine N-oxide,Shikimic Acid,Hippuric Acid,4-Hydroxybutyrate,Acetylcholine,Deoxycarnitine,13-HODE,18-Hydroxyarachidonic acid,Glycochenodeoxycholate,Acetylcarnitine,Azelaic Acid,Myristic Acid,Margaric Acid,Linoleic Acid,Linolenic Acid,Mannose,Sorbitol,Glyceraldehyde,Erythrose,myoinositol,Fructose,D-Glucoronic acid,N-Acetylneuraminic acid,Lactose,Sucrose,Ornithine,Citrulline,Propionate,Oxalic Acid,Acetoacetate,Adipic Acid,Ribose-5-P,Geranyl-PP,Glycine,Alanine,Serine,Proline,Valine,Threonine,Leucine,iso-Leucine,Asparagine,Aspartic Acid,Glutamine,Lysine,Glutamic acid,Methionine,Histidine,Phenylalanine,Arginine,Tyrosine,Tryptophan,Cystine,lactate,3-Hydroxybenzoic acid,Succinate,Glucose,V127,V128,V129,V130,V131,V132,V133
84,0,13.94867854,15.70701492,14.53874512,12.77560867,13.3796337,12.26051337,14.72778259,12.23771991,11.05148614,16.12248292,15.63467717,11.08403611,14.02679548,13.83137136,16.47963887,11.73351722,11.41421044,15.70477323,16.24024772,14.87962501,10.60257073,11.14240295,15.71412794,14.19446098,9.923471345,12.34280762,16.80478486,13.07062312,13.41677,12.74544964,12.63689986,13.84166749,13.87526267,11.86854484,14.56589096,14.47568208,11.71248964,14.19843449,11.20568703,11.86263906,12.10000605,12.94404797,12.09982332,11.97241568,9.4137707,11.89456016,15.11174564,14.37826462,12.19862247,13.5703096,14.22963829,13.53119869,17.09776962,11.2662104,13.96786713,12.3421914,13.08076351,11.15106453,16.77805263,14.17258409,12.39549077,14.16677961,12.19646487,13.62461306,13.5012111,12.438097,13.6855436,15.14248,15.74366084,15.06639104,12.51133106,14.65406613,10.92456945,12.10914997,10.60824928,11.88674763,16.2325753,12.72886824,13.27772023,11.10248145,11.23729398,13.8641936,16.45325588,12.46516647,12.04302876,12.54043014,14.43488438,12.65218203,12.02973577,11.02454254,10.85659674,12.88154208,15.03426156,16.70159765,10.46908922,11.48387611,11.90906558,11.57420767,11.66898986,12.00696969,4.775998927,5.808580532,4.509092293,4.594968422,4.858295478,4.760472397,4.666438442,3.912585323,3.741985542,1.951594803,6.053223813,5.209435909,4.563798186,3.068112791,4.564436755,4.025111401,4.309159656,3.936638634,3.564413781,3.246105027,6.974688762,2.675654552,2.335937181,8.484635078,,,,,,,
85,0,14.29826395,15.35509225,14.10312047,12.76697146,12.7504753,11.65194483,14.50287302,12.19434386,11.07281649,15.95145345,15.26801185,10.66413442,12.82773077,13.61927062,15.43524345,11.51890945,11.81992891,16.05036426,16.40808243,15.22044523,9.766831128,10.47266019,14.25220323,13.41366447,10.17186906,11.43534438,16.71163164,12.46181957,13.30786866,12.13728436,12.85423233,14.23579824,13.44991452,11.65905413,14.47124131,14.35767865,11.06609186,14.09811092,11.32695808,11.70995947,12.21951093,14.63891962,12.27385318,12.00392613,9.64026525,11.43757872,15.18778452,13.60276066,12.23426377,13.30941994,14.37068931,13.11960854,17.01595098,11.76279946,13.64653153,12.88944447,13.45438099,11.47567831,17.09210706,12.97741977,11.91013698,14.05183643,13.56867862,13.44835649,12.91595741,12.20120984,13.53301831,17.86070758,15.8911458,13.97142795,12.45701122,14.46379919,10.55419774,11.63106332,10.34433988,11.82917252,16.31388221,12.96492746,13.23657288,11.36122532,11.15519835,14.06005118,16.3995947,12.2098123,11.37600789,12.49104005,14.53036215,14.00732573,12.48937216,11.77097251,12.60867063,12.68308884,14.63761812,16.77059072,9.995362034,11.5600294,10.65961023,11.96818152,11.24459512,12.20007105,4.630839017,5.885016986,3.799990651,4.644701107,4.579581959,4.124705489,4.37296004,3.753599845,3.397686404,2.00938475,5.89658499,4.909885999,4.33689748,3.07453577,4.34652216,4.000151072,3.88328528,3.681678687,3.724251508,2.904709996,7.03098904,2.027412764,2.646199926,8.288551441,,,,,,,
86,0,14.13008172,15.89290649,13.30299995,12.03761994,12.07980733,12.70183618,14.94511254,12.12218563,11.10033391,15.75339922,15.61491725,11.00405658,12.76114654,13.67828237,15.96875368,11.43891605,11.64142885,15.78604974,16.59025231,15.05049501,NA,11.35018147,14.83584849,13.7262067,10.65723784,13.08989931,16.64208107,12.39846614,13.19833451,12.99638268,12.56378393,14.73394587,13.70992584,11.75365355,14.64143942,14.48422258,11.34417236,14.04385048,11.21594074,11.86483849,12.36719887,13.46029898,12.58568051,11.93004102,8.630329741,11.09712333,14.94951851,13.88700841,12.45270722,13.74346216,14.45755521,12.91985363,17.05743085,11.96927891,13.25370665,11.8639824,13.31427449,12.06324619,16.96230951,13.4129973,11.83894249,13.98801209,12.88661614,13.76235046,12.97949631,12.2786669,13.54062251,15.83080128,16.74971153,13.80498228,12.05657457,14.98403798,11.31384236,11.17810026,10.40473109,12.35045867,15.63809295,12.76959802,12.97586889,10.90546586,10.46562007,13.48264836,16.40031589,12.32608967,11.49205623,12.36886215,14.34863313,11.6144974,12.04600569,11.08836802,13.05124576,12.78455046,15.04442799,17.03045825,10.0750564,11.47662218,11.24311575,11.86489514,11.72911082,11.67102591,4.636029539,5.615635593,3.715617194,4.727411883,4.375617172,4.583925547,4.259337384,3.664756203,3.670201188,1.598842276,5.914056488,5.01679582,3.901248449,3.116885556,4.20562839,3.876827311,4.40319948,3.572489248,3.592217158,2.910169343,6.929934937,1.347397144,2.130309283,8.263915892,,,,,,,
87,0,13.6973712,15.71002769,13.28098987,12.12988798,14.30463878,12.78532205,14.94182703,12.28636869,11.1594766,16.01883104,15.40504782,10.83938173,14.81375782,13.78395537,16.52879625,11.31915724,11.89274758,15.79483166,16.48815136,14.91427483,11.32958332,11.37614012,14.86467402,14.42253635,10.25410506,12.59269625,16.56920945,12.80875515,14.42897246,12.83664381,13.34438218,14.71421416,13.75194699,11.99774069,14.50077993,14.51068455,11.5874324,14.55744831,11.36973113,11.56652415,11.99965764,13.2387425,12.16125278,12.10606743,9.784818706,11.47008408,15.01571707,13.76104194,12.29339975,13.54185108,14.41594975,13.42585738,17.34743645,11.67702166,13.21250931,11.99817243,12.67003484,11.37838842,17.13431948,13.56107487,11.59965101,14.05296243,13.00926955,13.46070569,13.27231513,12.26587901,13.34169044,16.25256668,16.0647338,13.7309061,12.51298643,14.69333472,10.90492504,11.6717234,10.44173511,13.38407839,16.55444486,12.81139988,13.07523423,11.14608063,11.34468687,14.39787279,16.38515748,12.24774054,11.44619183,12.35840884,14.49647533,13.88566509,12.47823691,11.03039097,11.51351115,12.66439713,15.0335416,16.98021852,10.27738469,10.87964118,11.48432539,12.05182178,11.33220243,11.64146564,5.416960673,5.674269996,4.330562797,4.895065996,4.771296306,4.843207948,4.639573718,3.975309817,3.727481196,1.539988962,6.172854541,5.131384555,3.991667398,3.241700188,4.426954659,4.054603637,4.377640378,3.673167704,3.683292139,2.997451419,6.574054176,3.426090653,2.514512238,8.44628965,,,,,,,
90,0,13.58766453,15.59057333,12.65347894,11.77557763,14.50314265,12.82991069,14.58886863,12.09236349,10.87369338,16.00542643,15.38425089,10.64873425,13.0891222,13.78289272,16.29904433,11.22835378,11.798436,15.74905957,16.43876785,14.85474632,NA,10.76195714,15.10400955,13.4556849,10.28250426,12.923563,16.04520236,12.69567733,13.81600536,13.08335758,12.7244562,13.41235504,13.55800286,12.07428567,14.4481833,14.08049813,11.85935591,14.0286827,10.97768206,11.51684349,12.12830675,12.86272509,12.01574036,12.07625211,9.54628843,11.6036123,14.64516873,13.80298824,12.20572813,13.49845653,14.24098699,13.3101377,17.07655684,11.33137621,12.58991458,10.69688798,12.50387911,10.97802409,17.02479461,13.81486493,11.35356305,14.04406139,12.63670625,13.64940755,13.5940112,12.14530417,12.85522155,15.83369804,16.11172137,15.40552339,12.50914425,11.69313841,NA,11.63444443,10.593616,10.37016971,15.66616585,12.93927318,12.56308508,11.44757535,11.17443326,14.15437329,16.15987905,12.14760284,11.71232553,12.5009594,14.30920434,12.37506988,11.84141075,10.80989532,10.63098733,12.76205589,14.6609402,16.69686599,10.48339865,11.12315983,11.81065596,11.92389674,11.51781005,11.63881176,4.860959405,5.210424415,4.133608654,4.452342174,4.658347789,4.728291465,4.41005263,3.680586388,3.788049026,1.527648576,6.043312771,5.111568934,3.885254804,3.03099274,4.241258968,3.977612402,4.284840784,3.680333705,3.576297667,2.94529859,6.583107968,3.606150076,2.020317263,8.332295026,,,,,,,
92,0,13.76716941,15.67878313,12.66865,11.79313556,14.28228056,12.60449595,14.71161182,12.16698992,10.80220873,16.10969477,15.62201562,10.74075002,14.22227721,13.80527666,16.13704096,11.52013733,11.63427472,15.51057893,16.29252254,14.98413322,10.73040734,11.10625953,15.3660311,13.43131358,10.31922384,12.39670102,16.60289413,12.96332658,14.35641797,12.90053315,12.85042628,13.64715236,13.61109855,12.04295666,14.48132821,14.19951182,11.56095954,14.18018544,11.06930527,11.54959839,12.4677757,12.88296517,11.93214164,12.11505621,9.123013504,11.68594945,14.46978203,13.76710579,12.28922142,13.45969981,14.28860626,13.34790691,17.2226733,11.50214842,12.62703067,10.60162095,12.5257084,11.20356476,16.92675634,13.76741321,11.52545404,14.09140316,12.69291942,13.57095342,13.40793668,12.20859227,13.37263573,15.41820288,16.04612376,15.12781882,12.26951277,14.29728275,10.49014121,11.27201065,10.94363733,10.75898185,16.30747047,12.97632402,12.43331212,11.22200407,11.13131087,14.16477536,16.25598755,12.12919981,12.20506045,12.56471561,14.44731527,12.43075624,11.86967552,10.73344042,10.48145168,12.67125447,14.79558041,16.68518636,10.44235901,11.06634574,11.9437068,11.69878538,11.41001893,12.23989788,4.895742916,5.172031249,4.481859684,4.445105637,4.815239216,4.566003246,4.489910805,3.701857889,3.545295775,1.509248758,6.097932321,5.182591312,4.184526386,3.059416328,4.198177479,4.036740159,4.179852458,3.553685939,3.724407534,3.064925829,6.552763369,3.416546178,2.241990061,8.383797667,,,,,,,
93,0,13.69949612,15.41176308,13.11153965,11.93368727,14.55304971,12.65486028,14.69379165,12.0028357,10.81851183,16.05008178,15.33368606,10.91949168,14.2914861,13.76239847,15.87312583,11.39177807,11.53838074,15.95561237,15.6590567,14.81331701,10.8670302,10.86838278,15.42917203,13.55971728,10.45914097,12.02547266,16.3923811,12.87604901,14.19223163,12.89129562,13.36413557,13.96835359,13.51553831,12.40557029,14.51046072,14.4637818,11.22386424,14.32108026,11.51250702,11.42552612,12.26986885,13.71985394,12.17951063,12.01150686,10.01073127,11.3109405,14.67481964,13.83838352,12.58499709,13.8148081,14.35207576,13.18040784,17.23708011,11.51537878,12.85418499,11.57111493,12.49468988,11.63091533,16.80892601,13.79599123,11.37881105,14.31909373,13.19680375,13.62732954,13.10886527,12.37657502,13.24209058,18.29485719,17.52166271,16.10931207,12.41032208,14.43733732,10.46274015,11.56548442,10.19712205,11.49814647,16.31346187,12.99107482,13.07777588,11.35782652,11.3235214,14.09860773,16.43387092,12.1948001,11.8015659,12.61680213,14.92217817,12.12129652,12.73836077,11.305751,11.38587135,12.77205862,14.98416981,17.03587764,10.80994305,10.75036476,12.20378341,12.05356046,11.33798041,11.61099093,4.930339014,5.23121852,4.160510938,4.703431928,4.781363122,4.66811124,4.376045169,3.752138103,3.480411012,1.931444788,6.05225034,4.995550697,4.461110006,3.076477437,4.218355738,4.037507935,4.042110641,3.633070101,3.636164027,3.206125846,6.515644955,3.646938737,2.47800969,8.407115834,,,,,,,
95,0,13.76259856,15.70171181,13.44246307,11.95632719,13.43429786,12.30308822,14.91300428,12.01136498,11.29777973,15.97362057,15.43671798,11.01983823,15.32746671,13.6880554,16.44972309,11.4479394,11.46474681,15.6742957,16.29833406,14.78627073,11.8977738,11.34280441,15.02539534,13.33209365,10.07328124,11.88743985,16.53335216,12.78028055,14.43968683,12.59106071,12.97125281,14.9055614,13.82958914,11.47771925,14.59753136,14.28535427,11.15401992,13.72798046,11.05051114,11.52325822,12.22825076,12.82608654,11.69493685,12.04554898,9.325324608,11.6651157,14.87168479,13.28174704,11.98631652,13.13285172,14.39711349,12.74362068,16.71163671,11.57539546,12.88842723,12.11848654,12.74903602,11.2377548,16.71948664,13.86158203,11.38286905,14.14286682,12.5668374,13.63154791,13.40638712,12.376714,13.46068862,15.86069678,16.08042268,15.05227658,12.3645282,14.54860992,10.74076063,11.34271058,10.47911572,11.95400481,15.91630422,12.89824286,12.60385526,11.07418182,11.33422829,13.64972301,16.39562872,12.23543466,10.98550725,12.53492586,14.44182294,11.93598234,11.78866844,10.7763005,10.60563954,12.80885589,14.81999868,16.76684471,10.18887924,11.01935233,11.32424049,11.6371879,11.57717264,12.15114403,4.633398238,5.340611256,4.180402889,4.174196857,4.696587127,4.699595271,4.356123412,3.507664222,3.645563826,1.484924735,6.043321824,5.01725086,3.512803173,3.052481114,4.343685618,3.919315548,4.345221724,3.622989429,3.501507737,2.609424502,6.485454995,2.66931682,2.297562925,8.377152972,,,,,,,
96,0,13.60732198,15.9708673,13.97188307,12.69311648,13.80685329,12.62591184,14.93036756,12.08014841,11.24037228,16.09407535,15.5949427,10.84434981,15.50121833,13.6716237,16.22738874,11.00974788,11.66941193,15.63103373,16.34854345,15.2478015,11.89606253,11.12449466,15.22948255,13.49988009,10.34208599,12.63266483,16.49739071,12.80485212,14.94608828,12.63046288,12.87214828,13.9151009,13.5748944,11.73202337,14.57559385,14.45661781,11.51446698,13.73193498,11.09581127,11.5634132,11.85990982,12.9495209,11.93350311,11.89163435,9.270660933,11.76994881,14.94692657,13.54725622,12.35205578,13.45668921,14.35099263,13.00408649,16.40924108,11.18230149,13.58971553,12.73739955,13.48145474,11.64846173,16.816388,13.47752015,12.07402846,14.23910102,12.97628023,13.42549593,13.37657352,12.12094687,13.3326944,16.21690678,16.37599632,14.677648,12.34212181,14.46516831,10.71662448,11.76620628,10.81469332,11.30580897,16.30697701,12.61547148,12.97018856,10.96185411,11.25732002,14.08487211,16.40157531,12.35745103,11.29421991,12.45811506,14.45004795,12.93030282,11.99938058,11.09717613,10.71346059,12.7715004,14.86297364,16.89125098,10.54363568,10.70524154,11.60546674,11.69681359,11.54590495,11.93043709,4.942507625,5.242082983,4.442528993,4.078685042,4.799586476,4.693141933,4.501674697,3.642040006,3.982575658,1.946523791,6.14872033,5.219420284,4.034588952,3.24490445,4.49266422,4.124274514,4.267804274,3.731697757,3.627513476,3.03550975,6.38645023,3.095052983,2.959666649,8.410001368,,,,,,,
97,0,14.24169253,15.40129978,12.86751283,12.02380678,12.75108914,12.40430024,14.65762636,11.90458658,11.22627603,16.13815999,15.63727254,10.56771846,13.89353572,13.76665236,16.22190845,11.55944807,11.54602528,15.49516301,15.84319939,14.72764596,10.55421904,11.03638876,15.69160878,13.32447876,10.17920869,13.38877589,16.55732006,12.34625747,12.83069338,12.69232466,12.70782225,15.89271431,13.69306388,12.22045265,14.48484389,14.43129943,11.66354343,14.25994588,11.09709141,12.13202715,12.38577368,13.63953539,12.31091188,12.0126396,8.952621352,11.6091954,15.00801037,13.62041331,12.33930038,13.59582598,14.20442445,13.14516516,17.22469092,11.62189469,12.8676226,10.75516861,12.81661018,11.05690612,16.71490769,13.42667161,11.57509092,13.72476347,12.91020704,13.5484094,13.45368835,12.23647683,13.46397478,15.75428409,15.48454604,13.72285748,12.26654979,14.38413167,10.67820461,11.64746256,10.53894031,11.02011169,16.12918236,13.02713233,12.85230844,11.07554052,11.2952219,14.1684878,16.43510494,12.63955117,12.12448764,12.48942705,14.3261229,12.76017269,12.03076244,11.51217161,16.17094948,12.7313475,14.61266141,16.60109219,10.5629678,11.70140056,11.69426471,11.75859491,11.41905649,11.87914538,4.437757244,5.837897442,4.004774243,4.796789565,4.906527823,4.429538525,4.601540862,3.878455702,3.554063356,1.654913694,5.955269861,5.295845133,4.608572965,3.093212132,4.607863656,4.042834968,4.273503864,4.120067877,3.782523287,3.025511361,7.032779036,2.037107001,2.070208903,8.422744742,,,,,,,
1,1,14.09308408,15.39711644,13.43030648,11.84913505,14.26502307,13.96106771,14.96699049,11.65295809,11.17625527,15.94641013,15.37436828,10.90713256,15.35441921,13.74336531,16.72738791,11.16330334,12.21686635,16.33076334,16.43013588,14.99413511,11.80467373,11.1054684,15.71375312,13.55740118,10.36281388,16.50343169,16.90315088,12.65388235,13.86457284,12.41248987,13.15929068,14.38710754,13.9533959,12.73828361,14.48632726,14.77402484,11.45771813,14.47635216,11.59488423,11.98890429,11.89132118,13.27319951,12.68478703,12.09223717,10.11515909,11.13062666,15.28294533,13.82643405,11.95165081,12.98437034,14.49288505,13.32035524,17.43775,11.89572853,13.19425816,11.16280414,12.82200712,11.53242883,17.25785684,13.38867295,13.33396047,14.53113853,13.50656206,13.46189973,12.65303318,12.24833913,13.80978739,16.9474334,16.25781281,15.13219265,12.49759605,14.74764363,10.76514643,11.6339566,10.45324844,11.95559627,17.0822682,13.02281958,13.45707132,11.27111114,11.81914501,14.43980009,16.40699837,12.12950859,11.7101322,12.45198064,14.94817661,14.5136762,13.10044181,12.06077931,10.80539815,12.74886048,14.97185768,16.98444629,10.46253895,11.42499786,11.76615417,12.19626333,11.64262286,11.44509913,5.047123712,5.759915976,4.220081192,4.893495993,4.608442086,4.179484892,4.259066694,3.668610207,3.462131976,1.618890848,6.103277142,4.91896072,4.437586854,2.943756504,4.566281141,3.857243235,4.179762517,3.467751105,3.31372847,3.408969471,6.986402501,3.339351916,2.493774207,8.452284858,,,,,,,
2,1,13.71112973,15.7630241,13.09160552,11.77321344,13.80549597,13.66606238,14.81226178,11.92409824,11.20358097,15.81350117,15.53305949,10.70974211,15.42747402,13.60648149,16.17024162,11.68628625,12.12032223,16.5606927,16.32861687,14.9883545,11.94172549,11.19989162,14.84685154,14.71529594,10.39455509,13.04549124,16.93812568,12.4602321,14.39570506,12.88236727,13.08763181,14.40800444,13.41975827,12.19197203,14.47796267,14.45413685,11.12250146,14.44216305,12.00279439,11.55954875,12.08122124,13.19736647,12.38375275,12.11054519,9.953892315,11.32336853,15.31863905,13.51720039,12.23581636,13.41292916,14.4284674,13.51818759,17.42367273,11.75570605,13.19716265,10.73819374,12.77714647,11.24551504,17.3001921,13.68777688,11.49860137,14.67738218,13.51563408,13.45407016,13.23574716,12.3364731,13.78849328,16.73195671,17.07163285,16.59858894,12.44552737,15.28274783,11.48640885,11.77197289,10.66353262,11.09678271,16.83340681,12.98116386,12.47810171,11.49591255,11.69589298,14.44924049,16.53350008,12.19808542,11.33917859,12.35044541,15.23808138,14.63021356,12.98275469,11.65541436,11.98225626,12.69390757,15.10313213,17.26998942,10.77968208,10.85416646,11.67987748,14.08188157,11.72134937,12.02397352,5.168629567,5.498308875,3.994917251,4.936208165,4.563662261,4.548305451,4.317170499,3.56393189,3.813618767,1.357485642,6.094973741,5.097058104,3.276693401,3.065172651,4.400890135,3.903332944,4.656975614,3.47334406,3.246312043,3.203794739,6.407645116,2.997613873,2.295325526,8.305597978,,,,,,,
3,1,13.80150026,15.72713864,12.73132856,11.81329319,13.81399665,13.08058758,14.73995862,11.70664014,11.02512579,15.95882865,15.44224003,10.94927401,13.81020427,13.70640223,16.94580198,11.61927477,12.07885627,16.41565819,16.45364232,14.98332981,10.40272487,11.20822912,14.87303542,14.82995205,10.34400513,12.83372082,16.54658516,12.44110539,13.29994938,12.63292256,13.10431102,14.4052603,14.14487846,12.37400821,14.46160897,14.46121791,11.50950294,14.35852029,11.69706994,11.90535281,12.54013218,13.03338846,13.09494728,12.12838966,10.08735241,11.17455669,15.00439364,13.16313803,11.83927064,13.06910769,14.36411991,13.49250493,17.34726325,11.89623927,13.2717772,11.41557592,12.8598358,11.53436526,17.21179293,13.4390526,11.83280456,14.49495978,13.23072251,13.51589307,13.09752532,12.38596881,13.40669921,16.4695155,17.24881511,15.7997059,12.46973842,14.98849765,10.98971452,11.53811396,10.69324203,13.04465534,16.1136118,13.1593526,12.67811591,11.29197025,11.4308158,14.2710963,16.39898654,12.66034024,11.91910607,12.64921869,14.91806561,14.47927926,13.49191628,11.57454884,11.36756825,12.66096675,14.71114817,17.09035725,10.99145169,11.23436221,11.6192397,12.03684419,11.64559709,12.04710675,4.619124636,5.796456229,3.931717705,4.862980772,4.707884568,4.525350928,4.612327347,3.79398873,3.824680552,1.498487322,6.048863045,5.079053035,3.818405067,3.074506693,4.687894698,4.208846878,4.442758448,4.249721774,3.883026786,3.368125443,6.753289487,2.996413875,2.140552193,8.376844538,,,,,,,
4,1,14.26772946,15.5600527,13.68589799,12.29434294,13.3347913,12.9336187,14.75076149,11.93411315,11.06420645,16.22359648,15.54171081,10.99922801,14.17268573,13.77077461,16.26107383,11.46043247,11.98127164,16.29410982,16.45256978,15.27070227,10.67956204,10.78742291,15.35284482,13.93681813,10.16338882,13.05648996,16.64242593,12.60690101,13.06144953,12.59371168,13.13041198,14.29442841,13.55659018,11.84324899,14.49481763,14.58986076,11.78842928,14.59980236,11.29995055,11.96321501,12.25748608,13.05540933,12.64751609,11.96178821,9.226572308,11.68747371,15.27834156,13.88454785,12.53087217,13.77721352,14.31566805,13.22341403,17.52372904,11.9418647,13.39118319,11.93825449,13.48983967,11.64457207,17.18762769,13.18421307,12.17457205,14.18468103,11.99111568,13.56022003,13.37812186,12.34634716,13.50618685,16.74350757,17.73445609,13.84835971,12.50440451,15.06147593,11.24152466,11.72542554,10.50885095,12.61082754,16.42905326,12.94428939,13.15572769,11.57660973,11.51247563,14.28283528,16.38745536,12.37062358,11.50216432,12.60578978,14.5741396,12.72386455,12.71697622,11.75237901,12.13908336,12.72670883,14.87418131,17.22323505,10.53059535,11.37237674,11.68760658,11.78456638,11.58062604,11.59795801,4.759132428,5.736615821,3.956111118,4.882097064,4.947705864,4.567772746,4.81562477,4.075912684,3.728519113,2.023032267,6.002598914,5.09649979,4.571022391,3.144072225,4.367006743,4.259427607,4.309020773,3.875017588,3.468373794,3.212092199,7.004877323,2.605110688,2.125815501,8.532808385,,,,,,,
5,1,13.84771977,15.48991772,12.94424627,12.41911192,12.99821051,13.22709775,14.50933492,12.46163279,11.33853734,15.66607278,16.09459594,10.57973925,14.80258612,13.62604862,15.17566396,13.16052862,12.33472269,16.30516955,15.99668339,15.56604997,11.41760371,10.89151761,15.81525754,14.9528978,10.25973298,14.49232574,16.4377363,12.64257637,14.9410166,12.3526308,12.59493919,14.00486781,13.21060855,13.58375323,14.41798167,14.45161137,11.94276758,14.22922046,12.17495241,11.53705009,12.36239877,15.9723742,12.40265358,12.14806233,9.29065682,11.17741787,15.03516072,13.97541475,12.16160005,13.43750922,14.32748811,13.35727695,17.24736205,11.49812128,13.96167166,11.51346123,13.48762873,12.28274481,17.47847258,13.41999653,12.25614171,14.65356494,13.6351077,13.57042893,13.07608993,12.36728657,13.23632175,16.22198054,18.29473364,13.50237937,12.62619324,14.72123184,10.8832804,12.08656112,10.89254209,12.00346573,15.73144917,13.51684881,12.42141701,11.25027098,11.26246357,14.21024564,16.41332096,12.11294555,11.47055974,12.47074388,15.41009801,13.04797187,13.03488028,11.95428454,11.83630547,12.75540345,14.81656553,17.33251615,10.12180599,10.82230342,11.72562163,12.22335881,11.45046724,12.48367299,5.576955557,5.551876939,4.126887853,4.717582281,4.4801195,4.323466651,4.293294373,3.511894256,3.685640661,1.843386771,5.902695331,5.503908105,4.121096149,3.328304652,4.302249497,3.958210315,4.487230664,3.545176279,3.546120577,2.844500825,6.526133039,2.283102914,2.438378923,8.208182034,,,,,,,
6,1,13.89174878,15.75022985,13.62542117,12.07833096,15.45253346,14.72104161,14.77910485,11.70621316,10.82578814,15.71510074,15.16674265,10.96498873,15.8437292,13.58231924,16.50729667,11.18294019,12.04191273,16.72302169,16.49099753,14.9158125,12.24699146,11.06530001,15.47763821,14.77394713,10.14947327,13.90105166,16.5911144,12.87701485,14.44252208,12.38575574,13.0725416,14.99652924,13.39333701,13.34716606,14.39899863,14.70565276,10.71013485,14.20161961,12.29035402,11.93884368,11.815567,14.35628796,12.50066764,12.20140573,9.883681433,11.11249928,15.18087741,14.20118762,12.00892946,13.15419847,14.5642015,13.6416857,17.29882695,11.95162132,13.6647531,11.63812133,13.06048473,11.43854734,17.21628138,13.08240852,11.40829686,14.99995266,14.17696216,13.54118945,13.00563448,12.32229869,13.51344844,17.99662377,17.34081633,15.06680995,11.94319876,14.96463491,11.20878934,12.02545231,9.971428695,13.34346395,17.04795364,13.58243831,12.9618434,12.02635968,11.70816594,14.5134105,16.3370841,11.75148212,11.62734936,12.30793192,15.52952153,13.94818729,13.45990439,12.42534376,13.19079056,12.55904005,15.019374,17.56035565,10.78478056,11.63012024,11.35131539,13.42317795,11.7645027,12.13128948,5.503932345,5.422536685,4.295574315,4.645151676,4.45356119,4.483006791,4.253699191,3.923904967,3.865893171,1.441802262,6.04362101,4.687797441,3.250494765,3.137735072,4.434847923,3.962557387,4.533638156,2.969515639,3.006575474,2.875780568,6.999958135,4.158521477,2.252244361,8.221675453,,,,,,,
8,1,13.97473878,15.42197896,12.7492934,11.49729679,12.52197585,13.50009671,14.53257354,11.62644234,11.03754407,16.13060236,15.46208904,10.9159257,15.02667755,13.68312487,17.08588483,11.06700632,12.06582101,16.12731699,16.52966225,14.45808682,11.52152287,10.84481402,16.02920085,14.67265989,10.42018928,13.35095051,16.64911165,12.67105204,13.00020553,12.15362243,13.08145905,13.99034789,13.98694439,11.72360525,14.50244909,14.63939621,11.3862724,14.41132352,11.32183416,11.84736153,11.88184992,13.1383018,13.0646813,11.56739731,10.20218222,11.05602771,15.29694886,12.24203455,11.84921033,12.98457171,14.31360534,12.82428983,17.38112852,12.09430117,13.39186372,10.5129153,12.07237336,11.73656377,17.2191149,13.48896272,11.39584585,14.55361587,12.9539169,13.45774646,12.86216485,11.98512125,13.45807702,16.87573213,16.86153625,16.21304298,12.66524075,14.72606517,10.93255618,11.60622347,11.0034667,12.94151744,15.93089318,13.08708874,13.25511966,11.15167186,10.71619192,13.0288641,16.34333275,12.01211842,11.98544965,12.47411709,14.4618019,12.65780619,12.59350466,11.16351402,14.13728965,12.68705725,14.94864608,16.71997881,10.62466285,11.3497155,11.49094305,11.9671958,10.96410956,11.03911232,4.60787735,5.545235755,4.035798717,4.824517524,4.818049653,4.87371799,4.238743027,3.541143138,3.469734012,1.639429596,5.939259234,5.113592177,3.990932926,2.649629225,4.283990628,3.971453979,4.077324247,3.383364094,3.193983175,3.358348804,6.835343335,1.570752972,2.34539234,8.251383842,,,,,,,
