,height_cm,weight_kgs
2976,182.88,76.2
2977,182.88,76.2
2978,175.26,69.9
2979,185.42,74.8
2980,190.5,78.9
2981,182.88,73.0
2982,195.58,88.0
2983,187.96,82.1
2984,190.5,87.1
2985,175.26,73.9
2986,190.5,82.1
2987,152.4,78.0
2988,190.5,94.8
2989,154.94,78.0
2990,152.4,78.0
2991,182.88,69.9
2992,170.18,63.0
2993,154.94,77.1
2994,154.94,74.8
2995,182.88,73.9
2996,187.96,88.9
2997,172.72,69.9
2998,193.04,83.9
2999,185.42,86.2
3000,182.88,78.9
3001,175.26,69.9
3002,187.96,88.9
3003,175.26,71.2
3004,193.04,83.9
3005,187.96,79.8
3006,187.96,83.9
3007,182.88,78.9
3008,182.88,78.0
3009,185.42,68.0
3010,152.4,72.1
3011,152.4,68.9
3012,182.88,74.8
3013,190.5,88.0
3014,154.94,77.1
3015,185.42,73.9
3016,154.94,81.2
3017,182.88,76.2
3018,175.26,66.2
3019,154.94,64.9
3020,187.96,83.0
3021,167.64,68.0
3022,152.4,77.1
3023,182.88,78.9
3024,175.26,68.0
3025,175.26,68.0
3026,154.94,69.9
3027,154.94,64.0
3028,152.4,73.9
3029,154.94,67.1
3030,152.4,78.0
3031,175.26,72.1
3032,187.96,76.2
3033,193.04,93.9
3034,152.4,77.1
3035,175.26,68.9
3036,182.88,73.0
3037,154.94,77.1
3038,154.94,73.0
3039,152.4,64.9
3040,182.88,74.8
3041,152.4,73.9
3042,182.88,79.8
3043,190.5,83.0
3044,172.72,69.9
3045,187.96,86.2
3046,182.88,69.9
3047,185.42,91.2
3048,154.94,73.9
3049,172.72,69.9
3050,185.42,73.9
3051,182.88,68.0
3052,154.94,68.9
3053,185.42,69.9
3054,195.58,86.2
3055,187.96,87.1
3056,152.4,71.2
3057,152.4,68.0
3058,152.4,67.1
3059,187.96,89.8
3060,187.96,78.9
3061,175.26,67.1
3062,185.42,76.2
3063,182.88,77.1
3064,152.4,59.9
3065,203.2,93.9
3066,175.26,71.2
3067,167.64,66.2
3068,154.94,72.1
3069,182.88,76.2
3070,182.88,73.9
3071,152.4,62.1
3072,175.26,72.1
3073,175.26,60.8
3074,187.96,74.8
3075,152.4,72.1
3076,187.96,74.8
3077,185.42,79.8
3078,193.04,81.2
3079,154.94,81.2
3080,170.18,66.2
3081,193.04,81.2
3082,182.88,74.8
3083,172.72,62.1
3084,175.26,64.9
3085,185.42,79.8
3086,185.42,79.8
3087,170.18,66.2
3088,175.26,64.9
3089,187.96,79.8
3090,154.94,78.0
3091,152.4,76.2
3092,182.88,76.2
3093,182.88,67.1
3094,187.96,87.1
3095,185.42,83.0
3096,193.04,87.1
3097,170.18,68.9
3098,193.04,88.0
3099,172.72,73.0
3100,154.94,69.9
3101,154.94,78.0
3102,182.88,82.1
3103,154.94,74.8
3104,182.88,79.8
3105,152.4,69.9
3106,198.12,93.9
3107,187.96,83.0
3108,187.96,84.8
3109,185.42,73.0
3110,175.26,69.9
3111,187.96,79.8
3112,182.88,78.0
3113,190.5,88.0
3114,187.96,82.1
3115,170.18,68.0
3116,185.42,73.9
3117,175.26,64.0
3118,167.64,69.9
3119,152.4,74.8
3120,182.88,74.8
3121,152.4,78.0
3122,185.42,81.2
3123,175.26,68.9
3124,182.88,74.8
3125,187.96,69.9
3126,175.26,72.1
3127,152.4,68.9
3128,190.5,73.9
3129,185.42,83.0
3130,195.58,88.0
3131,187.96,81.2
3132,172.72,69.9
3133,154.94,74.8
3134,195.58,92.1
3135,182.88,86.2
3136,193.04,92.1
3137,175.26,76.2
3138,154.94,83.9
3139,170.18,62.1
3140,167.64,63.0
3141,175.26,66.2
3142,182.88,76.2
3143,182.88,73.9
3144,193.04,93.0
3145,152.4,69.9
3146,172.72,68.0
3147,182.88,74.8
3148,182.88,74.8
3149,175.26,59.0
3150,175.26,74.8
3151,187.96,78.9
3152,182.88,78.0
3153,182.88,76.2
3154,198.12,73.0
3155,175.26,67.1
3156,182.88,67.1
3157,185.42,88.0
3158,195.58,88.9
3159,187.96,84.8
3160,182.88,68.9
3161,187.96,79.8
3162,185.42,78.0
3163,175.26,67.1
3164,182.88,79.8
3165,190.5,84.8
3166,154.94,68.9
3167,190.5,83.9
3168,185.42,84.8
3169,170.18,68.0
3170,182.88,79.8
3171,154.94,76.2
3172,175.26,73.0
3173,182.88,79.8
3174,182.88,71.2
3175,182.88,73.0
3176,182.88,71.2
3177,187.96,82.1
3178,182.88,72.1
3179,185.42,79.8
3180,182.88,83.0
3181,187.96,74.8
3182,182.88,88.0
3183,185.42,78.9
3184,185.42,83.0
3185,193.04,103.0
3186,170.18,60.8
3187,193.04,73.9
3188,154.94,74.8
3189,182.88,77.1
3190,187.96,74.8
3191,152.4,73.9
3192,152.4,77.1
3193,175.26,76.2
3194,190.5,81.2
3195,182.88,76.2
3196,170.18,64.0
3197,182.88,73.0
3198,182.88,69.9
3199,170.18,67.1
3200,170.18,64.9
3201,175.26,68.0
3202,182.88,78.9
3203,152.4,73.0
3204,170.18,64.9
3205,175.26,73.0
3206,187.96,83.9
3207,154.94,74.8
3208,152.4,77.1
3209,182.88,74.8
3210,152.4,68.9
3211,170.18,68.9
3212,190.5,83.9
3213,175.26,73.0
3214,175.26,62.1
3215,182.88,77.1
3216,187.96,81.2
3217,193.04,83.9
3218,190.5,79.8
3219,185.42,81.2
3220,154.94,72.1
3221,187.96,78.0
3222,190.5,82.1
3223,185.42,91.2
3224,172.72,64.9
3225,170.18,69.9
3226,154.94,79.8
3227,175.26,69.9
3228,175.26,73.9
3229,193.04,84.8
3230,182.88,87.1
3231,187.96,82.1
3232,182.88,82.1
3233,185.42,82.1
3234,154.94,71.2
3235,172.72,60.8
3236,182.88,59.9
3237,152.4,68.9
3238,170.18,71.2
3239,154.94,73.9
3240,182.88,76.2
3241,175.26,69.9
3242,182.88,73.9
3243,172.72,59.9
3244,152.4,66.2
3245,190.5,74.8
3246,187.96,88.0
3247,154.94,78.0
3248,170.18,67.1
3249,182.88,72.1
3250,182.88,74.8
3251,152.4,74.8
3252,195.58,88.9
3253,190.5,77.1
3254,152.4,68.9
3255,187.96,83.9
3256,152.4,77.1
3257,162.56,59.0
3258,185.42,74.8
3259,185.42,72.1
3260,182.88,74.8
3261,187.96,81.2
3262,185.42,78.0
3263,198.12,84.8
3264,193.04,92.1
3265,187.96,91.2
3266,152.4,73.9
3267,154.94,68.0
3268,182.88,69.9
3269,187.96,88.0
3270,182.88,77.1
3271,182.88,81.2
3272,187.96,76.2
3273,195.58,78.9
3274,152.4,68.0
3275,185.42,73.0
3276,154.94,73.9
3277,187.96,74.8
3278,182.88,78.0
3279,154.94,67.1
3280,172.72,68.0
3281,172.72,74.8
3282,154.94,66.2
3283,182.88,73.9
3284,175.26,68.9
3285,193.04,84.8
3286,152.4,77.1
3287,185.42,73.9
3288,154.94,71.2
3289,190.5,77.1
3290,190.5,86.2
3291,170.18,66.2
3292,152.4,69.9
3293,172.72,69.9
3294,152.4,71.2
3295,175.26,67.1
3296,187.96,69.9
3297,185.42,78.0
3298,152.4,71.2
3299,190.5,83.9
3300,187.96,82.1
3301,185.42,82.1
3302,175.26,73.0
3303,190.5,83.0
3304,187.96,83.0
3305,154.94,77.1
3306,187.96,82.1
3307,185.42,83.9
3308,195.58,78.0
3309,152.4,83.0
3310,175.26,71.2
3311,185.42,73.9
3312,182.88,74.8
3313,193.04,84.8
3314,175.26,64.9
3315,187.96,88.0
3316,187.96,79.8
3317,175.26,73.0
3318,185.42,77.1
3319,190.5,87.1
3320,170.18,71.2
3321,175.26,69.9
3322,152.4,72.1
3323,182.88,79.8
3324,175.26,64.0
3325,187.96,88.9
3326,175.26,76.2
3327,175.26,63.0
3328,193.04,83.9
3329,193.04,79.8
3330,154.94,76.2
3331,185.42,74.8
3332,190.5,68.0
3333,152.4,67.1
3334,175.26,69.9
3335,195.58,88.0
3336,175.26,73.9
3337,190.5,86.2
3338,182.88,83.0
3339,172.72,68.0
3340,175.26,67.1
3341,165.1,54.9
3342,190.5,83.0
3343,175.26,76.2
3344,182.88,79.8
3345,167.64,59.9
3346,182.88,74.8
3347,182.88,79.8
3348,190.5,78.0
3349,187.96,89.8
3350,182.88,78.0
3351,187.96,93.9
3352,175.26,68.0
3353,182.88,78.9
3354,182.88,73.9
3355,170.18,69.9
3356,182.88,81.2
3357,165.1,66.2
3358,154.94,66.2
3359,152.4,71.2
3360,185.42,82.1
3361,190.5,84.8
3362,187.96,84.8
3363,182.88,84.8
3364,187.96,83.9
3365,193.04,82.1
3366,190.5,87.1
3367,190.5,73.0
3368,154.94,73.0
3369,175.26,71.2
3370,175.26,74.8
3371,152.4,68.0
3372,182.88,73.9
3373,187.96,81.2
3374,154.94,72.1
3375,175.26,64.9
3376,154.94,78.0
3377,154.94,73.0
3378,185.42,82.1
3379,152.4,78.0
3380,170.18,69.9
3381,187.96,78.0
3382,152.4,64.9
3383,175.26,66.2
3384,187.96,78.0
3385,167.64,63.0
3386,182.88,78.9
3387,182.88,73.9
3388,195.58,88.0
3389,195.58,92.1
3390,175.26,66.2
3391,152.4,73.9
3392,190.5,77.1
3393,185.42,79.8
3394,187.96,72.1
3395,152.4,64.9
3396,154.94,69.9
3397,170.18,63.0
3398,193.04,81.2
3399,182.88,69.9
3400,152.4,77.1
3401,187.96,72.1
3402,175.26,74.8
3403,182.88,78.0
3404,154.94,69.9
3405,172.72,71.2
3406,187.96,82.1
3407,182.88,74.8
3408,175.26,63.0
3409,175.26,72.1
3410,193.04,77.1
3411,190.5,93.0
3412,152.4,78.0
3413,170.18,68.9
3414,172.72,58.1
3415,170.18,68.0
3416,190.5,84.8
3417,175.26,73.0
3418,175.26,73.0
3419,187.96,83.0
3420,190.5,82.1
3421,154.94,59.9
3422,172.72,71.2
3423,185.42,83.0
3424,190.5,83.9
3425,187.96,78.0
3426,170.18,68.0
3427,154.94,74.8
3428,152.4,73.9
3429,167.64,68.0
3430,195.58,69.9
3431,193.04,76.2
3432,175.26,68.9
3433,170.18,72.1
3434,193.04,82.1
3435,185.42,73.9
3436,154.94,73.0
3437,185.42,76.2
3438,175.26,73.0
3439,187.96,84.8
3440,154.94,74.8
3441,182.88,78.9
3442,154.94,73.9
3443,175.26,64.9
3444,182.88,72.1
3445,175.26,59.0
3446,154.94,79.8
3447,193.04,84.8
3448,193.04,87.1
3449,175.26,68.9
3450,154.94,74.8
3451,172.72,67.1
3452,154.94,72.1
3453,154.94,83.0
3454,187.96,83.9
3455,154.94,78.9
3456,152.4,78.0
3457,185.42,74.8
3458,175.26,73.9
3459,154.94,73.9
3460,182.88,79.8
3461,185.42,64.9
3462,154.94,77.1
3463,185.42,74.8
3464,182.88,71.2
3465,182.88,81.2
3466,185.42,81.2
3467,175.26,69.9
3468,152.4,73.9
3469,167.64,68.0
3470,182.88,73.9
3471,154.94,72.1
3472,175.26,72.1
3473,154.94,68.0
3474,187.96,82.1
3475,175.26,74.8
3476,182.88,83.0
3477,190.5,87.1
3478,175.26,68.0
3479,172.72,62.1
3480,154.94,74.8
3481,187.96,83.0
3482,152.4,71.2
3483,193.04,83.0
3484,154.94,78.0
3485,187.96,78.0
3486,182.88,76.2
3487,182.88,82.1
3488,182.88,79.8
3489,170.18,64.9
3490,172.72,62.1
3491,152.4,72.1
3492,170.18,72.1
3493,185.42,69.9
3494,193.04,86.2
3495,185.42,79.8
3496,187.96,78.0
3497,182.88,68.0
3498,185.42,82.1
3499,182.88,68.9
3500,175.26,68.9
3501,175.26,68.0
3502,152.4,68.0
3503,182.88,79.8
3504,172.72,64.9
3505,187.96,78.9
3506,154.94,78.0
3507,187.96,79.8
3508,167.64,64.0
3509,175.26,72.1
3510,170.18,63.0
3511,154.94,68.9
3512,152.4,72.1
3513,185.42,76.2
3514,165.1,64.0
3515,152.4,68.0
3516,170.18,69.9
3517,187.96,79.8
3518,175.26,76.2
3519,182.88,73.9
3520,154.94,68.0
3521,175.26,69.9
3522,172.72,63.0
3523,193.04,74.8
3524,170.18,64.9
3525,182.88,76.2
3526,182.88,73.9
3527,152.4,69.9
3528,185.42,79.8
3529,185.42,81.2
3530,172.72,68.0
3531,152.4,76.2
3532,185.42,68.9
3533,182.88,73.0
3534,190.5,94.8
3535,190.5,82.1
3536,193.04,78.0
3537,154.94,74.8
3538,193.04,81.2
3539,152.4,78.9
3540,175.26,64.9
3541,187.96,83.9
3542,154.94,69.9
3543,187.96,84.8
3544,193.04,82.1
3545,152.4,71.2
3546,170.18,63.0
3547,152.4,68.9
3548,187.96,82.1
3549,175.26,69.9
3550,175.26,71.2
3551,170.18,68.0
3552,152.4,72.1
3553,152.4,72.1
3554,182.88,69.9
3555,152.4,83.0
3556,165.1,62.1
3557,170.18,68.0
3558,154.94,77.1
3559,154.94,72.1
3560,154.94,73.0
3561,182.88,69.9
3562,152.4,72.1
3563,182.88,78.9
3564,190.5,79.8
3565,193.04,79.8
3566,167.64,66.2
3567,154.94,78.0
3568,154.94,67.1
3569,185.42,73.9
3570,154.94,64.9
3571,152.4,66.2
3572,185.42,81.2
3573,154.94,69.9
3574,175.26,68.9
3575,185.42,74.8
3576,175.26,69.9
3577,152.4,71.2
3578,152.4,78.0
3579,154.94,73.9
3580,190.5,76.2
3581,154.94,72.1
3582,152.4,71.2
3583,154.94,77.1
3584,185.42,74.8
3585,152.4,69.9
3586,187.96,82.1
3587,172.72,74.8
3588,182.88,82.1
3589,185.42,69.9
3590,193.04,83.0
3591,154.94,72.1
3592,185.42,81.2
3593,182.88,74.8
3594,170.18,63.0
3595,190.5,89.8
3596,182.88,74.8
3597,175.26,62.1
3598,154.94,74.8
3599,175.26,63.0
3600,185.42,74.8
3601,175.26,67.1
3602,175.26,69.9
3603,175.26,77.1
3604,152.4,68.0
3605,152.4,78.9
3606,187.96,72.1
3607,190.5,78.0
3608,185.42,74.8
3609,154.94,69.9
3610,152.4,66.2
3611,182.88,74.8
3612,185.42,74.8
3613,170.18,64.9
3614,167.64,68.0
3615,198.12,92.1
3616,154.94,76.2
3617,154.94,71.2
3618,160.02,59.0
3619,182.88,73.0
3620,190.5,82.1
3621,195.58,87.1
3622,185.42,68.0
3623,185.42,66.2
3624,190.5,79.8
3625,195.58,84.8
3626,193.04,83.9
3627,152.4,69.9
3628,182.88,78.0
3629,152.4,74.8
3630,172.72,68.0
3631,154.94,78.0
3632,182.88,81.2
3633,182.88,77.1
3634,175.26,77.1
3635,187.96,74.8
3636,154.94,73.0
3637,185.42,79.8
3638,175.26,72.1
3639,182.88,74.8
3640,187.96,79.8
3641,152.4,72.1
3642,175.26,78.0
3643,193.04,93.0
3644,154.94,72.1
3645,187.96,69.9
3646,175.26,69.9
3647,172.72,79.8
3648,175.26,69.9
3649,152.4,72.1
3650,172.72,64.9
3651,154.94,72.1
3652,193.04,98.0
3653,187.96,86.2
3654,152.4,78.0
3655,182.88,78.9
3656,190.5,84.8
3657,175.26,68.0
3658,185.42,78.0
3659,182.88,87.1
3660,170.18,66.2
3661,185.42,83.0
3662,190.5,83.9
3663,187.96,74.8
3664,190.5,91.2
3665,175.26,64.9
3666,152.4,73.9
3667,182.88,76.2
3668,182.88,82.1
3669,175.26,69.9
3670,182.88,78.0
3671,185.42,78.0
3672,193.04,84.8
3673,187.96,76.2
3674,175.26,69.9
3675,182.88,74.8
3676,170.18,64.9
3677,172.72,69.9
3678,175.26,69.9
3679,154.94,72.1
3680,195.58,86.2
3681,152.4,69.9
3682,182.88,72.1
3683,152.4,68.9
3684,152.4,78.9
3685,170.18,63.0
3686,182.88,78.0
3687,154.94,81.2
3688,175.26,69.9
3689,185.42,69.9
3690,187.96,87.1
3691,182.88,73.0
3692,154.94,74.8
3693,154.94,74.8
3694,182.88,73.9
3695,170.18,63.0
3696,195.58,73.9
3697,182.88,88.0
3698,185.42,79.8
3699,190.5,74.8
3700,187.96,79.8
3701,175.26,73.9
3702,175.26,64.9
3703,187.96,86.2
3704,182.88,78.0
3705,187.96,86.2
3706,182.88,78.9
3707,187.96,83.0
3708,152.4,67.1
3709,172.72,63.0
3710,187.96,78.0
3711,154.94,72.1
3712,152.4,66.2
3713,198.12,78.0
3714,185.42,79.8
3715,182.88,78.9
3716,193.04,88.0
3717,182.88,79.8
3718,175.26,73.0
3719,187.96,83.0
3720,172.72,58.1
3721,152.4,74.8
3722,175.26,73.9
3723,175.26,69.9
3724,187.96,77.1
3725,187.96,93.9
3726,185.42,78.9
3727,182.88,68.0
3728,152.4,59.9
3729,170.18,74.8
3730,187.96,87.1
3731,154.94,74.8
3732,195.58,98.0
3733,154.94,68.0
3734,187.96,79.8
3735,172.72,67.1
3736,190.5,88.0
3737,185.42,79.8
3738,154.94,74.8
3739,182.88,71.2
3740,175.26,73.0
3741,154.94,74.8
3742,154.94,69.9
3743,152.4,69.9
3744,175.26,72.1
3745,154.94,63.0
3746,200.66,88.0
3747,175.26,64.9
3748,152.4,77.1
3749,185.42,79.8
3750,185.42,79.8
3751,154.94,79.8
3752,172.72,81.2
3753,195.58,78.0
3754,182.88,74.8
3755,152.4,72.1
3756,187.96,78.0
3757,154.94,73.9
3758,187.96,83.0
3759,167.64,59.9
3760,195.58,83.9
3761,175.26,74.8
3762,182.88,73.9
3763,175.26,69.9
3764,187.96,91.2
3765,187.96,83.9
3766,185.42,77.1
3767,152.4,71.2
3768,170.18,64.9
3769,170.18,68.9
3770,190.5,78.9
3771,172.72,62.1
3772,187.96,76.2
3773,172.72,66.2
3774,190.5,83.0
3775,175.26,66.2
3776,154.94,79.8
3777,193.04,83.0
3778,190.5,82.1
3779,182.88,73.9
3780,170.18,67.1
3781,190.5,88.0
3782,152.4,64.9
3783,154.94,67.1
3784,175.26,73.0
3785,172.72,72.1
3786,182.88,82.1
3787,182.88,73.9
3788,152.4,71.2
3789,175.26,66.2
3790,175.26,66.2
3791,187.96,69.9
3792,175.26,68.0
3793,154.94,69.9
3794,193.04,78.0
3795,175.26,69.9
3796,190.5,78.9
3797,190.5,83.9
3798,175.26,69.9
3799,152.4,74.8
3800,182.88,76.2
3801,172.72,68.0
3802,185.42,94.8
3803,182.88,73.0
3804,175.26,71.2
3805,190.5,84.8
3806,193.04,83.9
3807,172.72,74.8
3808,172.72,73.0
3809,152.4,73.9
3810,195.58,93.0
3811,182.88,69.9
3812,190.5,82.1
3813,154.94,83.0
3814,182.88,73.9
3815,185.42,83.0
3816,185.42,64.9
3817,190.5,89.8
3818,172.72,76.2
3819,170.18,66.2
3820,182.88,64.9
3821,190.5,77.1
3822,185.42,79.8
3823,175.26,66.2
3824,185.42,74.8
3825,187.96,74.8
3826,154.94,72.1
3827,182.88,83.0
3828,185.42,74.8
3829,182.88,78.9
3830,185.42,76.2
3831,152.4,64.0
3832,193.04,83.0
3833,185.42,78.9
3834,182.88,78.9
3835,175.26,68.0
3836,172.72,69.9
3837,154.94,73.9
3838,187.96,83.9
3839,152.4,76.2
3840,175.26,71.2
3841,190.5,79.8
3842,172.72,76.2
3843,154.94,72.1
3844,187.96,84.8
3845,185.42,74.8
3846,167.64,69.9
3847,172.72,69.9
3848,182.88,79.8
3849,187.96,68.0
3850,185.42,78.9
3851,182.88,79.8
3852,154.94,69.9
3853,187.96,73.0
3854,190.5,71.2
3855,175.26,67.1
3856,152.4,73.9
3857,172.72,68.0
3858,154.94,77.1
3859,167.64,67.1
3860,182.88,73.9
3861,152.4,68.9
3862,185.42,76.2
3863,175.26,78.0
3864,170.18,71.2
3865,187.96,77.1
3866,175.26,69.9
3867,185.42,81.2
3868,172.72,88.0
3869,152.4,68.9
3870,152.4,76.2
3871,152.4,77.1
3872,154.94,68.9
3873,175.26,69.9
3874,154.94,78.0
3875,152.4,67.1
3876,187.96,78.0
3877,185.42,78.0
3878,187.96,79.8
3879,152.4,64.9
3880,185.42,86.2
3881,185.42,76.2
3882,170.18,66.2
3883,175.26,64.0
3884,182.88,74.8
3885,175.26,69.9
3886,185.42,78.9
3887,182.88,82.1
3888,172.72,64.9
3889,185.42,78.0
3890,154.94,74.8
3891,152.4,71.2
3892,187.96,78.0
3893,182.88,78.0
3894,170.18,59.9
3895,190.5,83.9
3896,187.96,78.0
3897,182.88,62.1
3898,182.88,78.0
3899,185.42,77.1
3900,182.88,77.1
3901,170.18,69.9
3902,152.4,69.9
3903,165.1,63.0
3904,175.26,74.8
3905,175.26,69.9
3906,165.1,66.2
3907,172.72,68.9
3908,182.88,73.0
3909,154.94,77.1
3910,195.58,82.1
3911,187.96,82.1
3912,172.72,72.1
3913,154.94,68.0
3914,152.4,64.9
3915,198.12,87.1
3916,170.18,64.9
3917,170.18,69.9
3918,152.4,64.0
3919,185.42,72.1
3920,167.64,60.8
3921,185.42,79.8
3922,187.96,82.1
3923,185.42,83.9
3924,170.18,68.9
3925,182.88,68.0
3926,182.88,74.8
3927,187.96,79.8
3928,152.4,69.9
3929,193.04,91.2
3930,160.02,59.0
3931,154.94,73.0
3932,190.5,69.9
3933,172.72,68.0
3934,182.88,74.8
3935,187.96,76.2
3936,190.5,79.8
3937,187.96,78.0
3938,193.04,83.9
3939,182.88,78.9
3940,175.26,68.0
3941,175.26,69.9
3942,154.94,74.8
3943,175.26,68.9
3944,152.4,74.8
3945,152.4,67.1
3946,170.18,59.9
3947,152.4,73.9
3948,152.4,67.1
3949,175.26,59.9
3950,187.96,76.2
3951,154.94,78.0
3952,154.94,69.9
3953,185.42,79.8
3954,172.72,68.0
3955,185.42,76.2
3956,190.5,79.8
3957,175.26,73.0
3958,187.96,83.9
3959,175.26,68.0
3960,152.4,72.1
3961,154.94,69.9
3962,154.94,73.9
3963,152.4,72.1
3964,172.72,72.1
3965,185.42,82.1
3966,170.18,67.1
3967,182.88,74.8
3968,154.94,76.2
3969,152.4,72.1
3970,182.88,87.1
3971,154.94,60.8
3972,175.26,76.2
3973,185.42,79.8
3974,190.5,69.9
3975,187.96,78.0
3976,190.5,88.0
3977,185.42,73.0
3978,185.42,76.2
3979,185.42,87.1
3980,185.42,79.8
3981,152.4,64.9
3982,175.26,68.0
3983,187.96,84.8
3984,182.88,69.9
3985,187.96,78.9
3986,185.42,73.9
3987,182.88,73.0
3988,185.42,82.1
3989,190.5,78.0
3990,175.26,69.9
3991,154.94,74.8
3992,182.88,83.9
3993,185.42,74.8
3994,170.18,73.0
3995,152.4,74.8
3996,154.94,64.9
3997,182.88,78.0
3998,170.18,69.9
3999,182.88,73.0
4000,154.94,69.9
4001,187.96,87.1
4002,187.96,77.1
4003,172.72,64.0
4004,190.5,78.0
4005,187.96,83.0
4006,152.4,73.0
4007,187.96,73.9
4008,185.42,83.0
4009,154.94,72.1
4010,175.26,69.9
4011,193.04,83.9
4012,175.26,68.0
4013,195.58,83.0
4014,190.5,71.2
4015,170.18,66.2
4016,175.26,68.0
4017,190.5,84.8
4018,190.5,82.1
4019,154.94,72.1
4020,154.94,79.8
4021,172.72,68.9
4022,182.88,81.2
4023,182.88,76.2
4024,185.42,88.0
4025,152.4,82.1
4026,175.26,72.1
4027,175.26,64.9
4028,195.58,94.8
4029,175.26,68.0
4030,185.42,74.8
4031,185.42,74.8
4032,182.88,71.2
4033,182.88,83.9
4034,187.96,78.0
4035,152.4,76.2
4036,152.4,72.1
4037,170.18,68.0
4038,187.96,88.9
4039,152.4,73.0
4040,182.88,74.8
4041,175.26,64.0
4042,182.88,84.8
4043,175.26,69.9
4044,182.88,73.9
4045,172.72,74.8
4046,154.94,74.8
4047,152.4,64.9
4048,182.88,66.2
4049,187.96,73.0
4050,154.94,73.9
4051,154.94,73.0
4052,170.18,64.9
4053,170.18,69.9
4054,154.94,76.2
4055,152.4,78.0
4056,182.88,76.2
4057,165.1,60.8
4058,172.72,72.1
4059,185.42,82.1
4060,154.94,76.2
4061,187.96,72.1
4062,170.18,82.1
4063,195.58,88.0
4064,152.4,62.1
4065,187.96,76.2
4066,175.26,63.0
4067,172.72,68.0
4068,154.94,73.0
4069,172.72,68.9
4070,154.94,71.2
4071,190.5,88.0
4072,170.18,69.9
4073,182.88,83.9
4074,170.18,66.2
4075,175.26,68.0
4076,195.58,97.1
4077,152.4,66.2
4078,152.4,73.0
4079,154.94,74.8
4080,152.4,69.9
4081,154.94,73.9
4082,190.5,81.2
4083,185.42,73.0
4084,175.26,69.9
4085,170.18,64.9
4086,175.26,71.2
4087,154.94,74.8
4088,182.88,77.1
4089,187.96,79.8
4090,195.58,87.1
4091,154.94,77.1
4092,152.4,64.9
4093,172.72,64.9
4094,185.42,78.0
4095,190.5,84.8
4096,185.42,74.8
4097,152.4,74.8
4098,182.88,73.0
4099,193.04,79.8
4100,152.4,73.0
4101,190.5,83.9
4102,182.88,74.8
4103,185.42,72.1
4104,185.42,73.0
4105,198.12,94.8
4106,152.4,68.0
4107,182.88,69.9
4108,152.4,69.9
4109,195.58,78.9
4110,190.5,74.8
4111,165.1,64.9
4112,182.88,74.8
4113,187.96,78.9
4114,154.94,79.8
4115,170.18,64.9
4116,190.5,81.2
4117,152.4,78.0
4118,182.88,79.8
4119,170.18,68.0
4120,193.04,84.8
4121,182.88,78.0
4122,182.88,77.1
4123,182.88,72.1
4124,165.1,68.0
4125,175.26,74.8
4126,152.4,66.2
4127,152.4,74.8
4128,198.12,79.8
4129,170.18,66.2
4130,187.96,78.9
4131,152.4,71.2
4132,190.5,79.8
4133,172.72,64.9
4134,175.26,69.9
4135,193.04,89.8
4136,154.94,67.1
4137,154.94,78.9
4138,185.42,78.0
4139,182.88,82.1
4140,182.88,81.2
4141,152.4,68.9
4142,187.96,74.8
4143,182.88,69.9
4144,175.26,71.2
4145,175.26,71.2
4146,175.26,67.1
4147,182.88,78.0
4148,175.26,69.9
4149,154.94,73.0
4150,175.26,72.1
4151,165.1,53.1
4152,193.04,78.0
4153,185.42,74.8
4154,182.88,73.0
4155,187.96,82.1
4156,187.96,74.8
4157,185.42,71.2
4158,152.4,74.8
4159,182.88,79.8
4160,182.88,69.9
4161,152.4,68.0
4162,154.94,69.9
4163,170.18,64.0
4164,185.42,64.9
4165,187.96,84.8
4166,172.72,62.1
4167,154.94,72.1
4168,195.58,84.8
4169,185.42,79.8
4170,172.72,68.0
4171,152.4,66.2
4172,172.72,66.2
4173,175.26,69.9
4174,182.88,77.1
4175,152.4,69.9
4176,167.64,71.2
4177,175.26,69.9
4178,190.5,88.0
4179,152.4,78.0
4180,185.42,73.9
4181,154.94,73.9
4182,175.26,73.9
4183,170.18,64.9
4184,185.42,78.0
4185,182.88,74.8
4186,172.72,64.9
4187,175.26,69.9
4188,170.18,68.0
4189,154.94,72.1
4190,175.26,68.9
4191,187.96,73.0
4192,187.96,78.0
4193,152.4,66.2
4194,175.26,71.2
4195,154.94,72.1
4196,175.26,73.9
4197,170.18,63.0
4198,154.94,73.0
4199,154.94,69.9
4200,182.88,74.8
4201,172.72,64.0
4202,187.96,82.1
4203,182.88,69.9
4204,187.96,77.1
4205,185.42,78.9
4206,170.18,63.0
4207,187.96,72.1
4208,182.88,74.8
4209,193.04,87.1
4210,182.88,74.8
4211,182.88,83.9
4212,190.5,87.1
4213,154.94,74.8
4214,182.88,74.8
4215,190.5,74.8
4216,193.04,89.8
4217,190.5,78.9
4218,187.96,86.2
4219,187.96,89.8
4220,182.88,73.0
4221,152.4,68.9
4222,187.96,86.2
4223,182.88,68.0
4224,193.04,83.9
4225,185.42,74.8
4226,154.94,74.8
4227,190.5,74.8
4228,193.04,78.0
4229,175.26,72.1
4230,167.64,59.9
4231,154.94,73.0
4232,170.18,58.1
4233,187.96,74.8
4234,193.04,88.9
4235,182.88,78.0
4236,187.96,73.9
4237,182.88,79.8
4238,193.04,78.9
4239,172.72,68.0
4240,187.96,76.2
4241,152.4,73.9
4242,187.96,76.2
4243,182.88,83.9
4244,185.42,76.2
4245,182.88,73.0
4246,152.4,69.9
